Displacement,Cylinders,Valves_Per_Cylinder,Cylinder_Configuration,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Emission_Norm,Start_/_Stop_Button,ARAI_Certified_Mileage
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
1497 cc,4,,In-line,Injection,45 litres,Diesel,BS IV,,17.3 km/litre
2523 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
2179 cc,4,2,In-line,Injection,80 litres,Diesel,BS IV,Yes,10.22 km/litre
2179 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,13.5 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,15.4 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.72 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,14.84 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.13 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.41 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Petrol,BS IV,Yes,13.85 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,15.1 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Petrol,BS IV,Yes,13.85 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,15.1 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,16 km/litre
2179 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,16 km/litre
72 cc,,,,,,Electric,,,
72 cc,,,,,,Electric,,,
72 cc,,,,,,Electric,,,
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,17.6 km/litre
2179 cc,,,In-line,Injection,60 litres,Diesel,BS IV,,17.6 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,17.6 km/litre
2179 cc,4,4,In-line,Injection,,Diesel,BS IV,,17.6 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,17.6 km/litre
2179 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,,17.6 km/litre
2179 cc,4,4,In-line,Injection,,Diesel,BS IV,,17.6 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,,15.4 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,Yes,15 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,,15.4 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,Yes,15.4 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,Yes,15.1 km/litre
2694 cc,4,4,In-line,Injection,55 litres,Petrol,BS VI,,10.83 km/litre
2694 cc,4,4,In-line,Injection,55 litres,Petrol,BS VI,,10.83 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,10.75 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,11.25 km/litre
2755 cc,4,4,In-line,Injection,55 litres,Petrol,BS VI,,11.25 km/litre
2755 cc,4,4,In-line,Injection,55 litres,Petrol,BS VI,,11.25 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,Yes,15 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Petrol,BS VI,Yes,11.25 km/litre
2694 cc,4,4,In-line,Injection,55 litres,Petrol,BS VI,Yes,10.75 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,,15.4 km/litre
2393 cc,4,4,In-line,Injection,55 litres,Diesel,BS VI,,15.1 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,16.3 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,16.3 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,14.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,16.3 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS IV,Yes,16.3 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,16.3 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,16.3 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,16.3 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,14.1 km/litre
1368 cc,6,4,V,Injection,60 litres,Petrol,BS 6,Yes,16.3 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,16.3 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1956 cc,6,4,V,Injection,60 litres,Diesel,BS 6,Yes,17.1 km/litre
1798 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,16.7 km/litre
1798 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,16.7 km/litre
1798 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,16.7 km/litre
1364 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,Yes,21 km/litre
1364 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,,21 km/litre
1798 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,16.7 km/litre
1799 cc,4,4,In-line,Injection,47 litres,Petrol,BS 6,Yes,16.5 km/litre
1799 cc,4,4,In-line,Injection,47 litres,Petrol,BS 6,Yes,16.5 km/litre
1799 cc,4,4,In-line,Injection,47 litres,Petrol,BS 6,Yes,16.8 km/litre
1597 cc,4,4,In-line,Injection,47 litres,Diesel,BS 6,Yes,26.8 km/litre
1597 cc,4,4,In-line,Injection,47 litres,Diesel,BS 6,Yes,26.8 km/litre
,,,In-line,Injection,,Electric,BS 6,Yes,
,,,In-line,Injection,,Electric,BS 6,Yes,
2199 cc,4,4,In-line,Injection,,Diesel,BS 6,Yes,
2199 cc,4,4,In-line,Injection,,Diesel,BS 6,Yes,
2199 cc,4,4,In-line,Injection,,Diesel,BS 6,Yes,
2199 cc,4,4,In-line,Injection,,Diesel,BS 6,Yes,
2199 cc,4,4,In-line,Injection,,Diesel,BS 6,Yes,
1798 cc,4,4,In-line,Injection,66 litres,Petrol,BS IV,Yes,14.12 km/litre
1798 cc,4,4,In-line,Injection,66 litres,Petrol,BS IV,Yes,14.67 km/litre
1798 cc,4,4,In-line,Injection,66 litres,Petrol,BS IV,Yes,13.7 km/litre
1968 cc,4,4,In-line,Injection,66 litres,Diesel,BS IV,Yes,18.19 km/litre
1968 cc,4,4,In-line,Injection,66 litres,Diesel,BS IV,Yes,18.19 km/litre
1798 cc,4,4,In-line,Injection,66 litres,Petrol,BS IV,Yes,14.67 km/litre
1968 cc,4,4,In-line,Injection,66 litres,Diesel,BS IV,Yes,18.19 km/litre
1984 cc,5,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,16.81 km/litre
1984 cc,5,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,16.81 km/litre
2755 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,12.9 km/litre
2755 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,14.24 km/litre
2755 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,14.24 km/litre
2755 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,12.9 km/litre
2694 cc,4,4,In-line,Injection,80 litres,Petrol,BS IV,Yes,10.26 km/litre
2694 cc,4,4,In-line,Injection,80 litres,Petrol,BS IV,Yes,10.01 km/litre
2755 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,12.9 km/litre
3198 cc,5,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,10.91 km/litre
2198 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,12.62 km/litre
2198 cc,4,4,In-line,Injection,80 litres,Diesel,BS IV,Yes,12.62 km/litre
1496 cc,3,4,In-line,Injection,44 litres,Diesel,BS IV,,21.15 km/litre
1998 cc,4,4,In-line,Injection,44 litres,Petrol,BS IV,Yes,15.75 km/litre
1968 cc,4,4,In-line,Injection,63 litres,Diesel,BS 6,Yes,16.25 km/litre
1995 cc,4,4,In-line,Injection,51 litres,Diesel,BS IV,Yes,20.68 km/litre
1995 cc,4,4,In-line,Injection,51 litres,Diesel,BS IV,Yes,20.68 km/litre
1995 cc,4,4,In-line,Injection,51 litres,Diesel,BS IV,Yes,20.68 km/litre
1995 cc,4,4,In-line,Injection,61 litres,Diesel,BS IV,Yes,17.05 km/litre
1998 cc,4,4,In-line,Injection,51 litres,Petrol,BS 6,Yes,16.3 km/litre
1969 cc,4,4,In-line,Injection,67 litres,Petrol,BS IV,Yes,
1984 cc,5,4,In-line,Injection,67.5 litres,Diesel,BS IV,Yes,21.7 km/litre
1995 cc,4,4,In-line,Injection,40 litres,Diesel,BS 6,Yes,19.62 km/litre
1995 cc,4,4,In-line,Injection,40 litres,Diesel,BS 6,Yes,19.62 km/litre
1998 cc,4,4,In-line,Injection,59 litres,Petrol,BS 6,Yes,16.13 km/litre
2400 cc,5,4,In-line,Injection,67 litres,Diesel,BS IV,Yes,19.6 km/litre
1968 cc,4,4,In-line,Injection,64 litres,Diesel,BS IV,Yes,16.9 km/litre
1968 cc,4,4,In-line,Injection,64 litres,Diesel,BS IV,Yes,15.73 km/litre
1984 cc,6,4,In-line,Injection,70 litres,Petrol,BS IV,Yes,12.44 km/litre
1984 cc,6,4,In-line,Injection,70 litres,Petrol,BS IV,Yes,12.44 km/litre
1999 cc,4,4,V,Injection,,Diesel,BS 6,Yes,15.6 km/litre
1999 cc,4,4,V,Injection,,Diesel,BS 6,Yes,15.6 km/litre
1997 cc,4,4,V,Injection,,Petrol,BS 6,Yes,
1997 cc,4,4,V,Injection,,Petrol,BS 6,Yes,
1991 cc,4,4,In-line,Injection,80 litres,Petrol,BS IV,Yes,12 km/litre
2987 cc,6,4,V,Injection,80 litres,Diesel,BS IV,Yes,142 km/litre
2987 cc,6,4,V,Injection,80 litres,Diesel,BS IV,Yes,142 km/litre
5461 cc,8,4,V,Injection,80 litres,Petrol,BS IV,,8.5 km/litre
1991 cc,4,4,In-line,Injection,80 litres,Petrol,BS IV,Yes,12 km/litre
1991 cc,4,4,In-line,Injection,80 litres,Petrol,BS IV,Yes,12 km/litre
2987 cc,6,4,V,Injection,80 litres,Diesel,BS IV,Yes,142 km/litre
2987 cc,6,4,V,Injection,80 litres,Diesel,BS IV,Yes,142 km/litre
1969 cc,5,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,18.8 km/litre
1995 cc,4,4,In-line,Injection,60 litres,Diesel,BS 6,Yes,16.4 km/litre
2993 cc,6,4,In-line,Injection,68 litres,Diesel,BS 6,Yes,16.4 km/litre
1998 cc,6,4,In-line,Injection,68 litres,Petrol,BS 6,Yes,13.32 km/litre
1999 cc,4,4,V,Injection,85 litres,Petrol,BS 6,,8.4 km/litre
1991 cc,4,4,In-line,Injection,60 litres,Petrol,BS 6,Yes,
1998 cc,4,4,In-line,Injection,52 litres,Petrol,BS 6,Yes,7.6 km/litre
2998 cc,6,4,In-line,Injection,52 litres,Petrol,BS 6,Yes,7.6 km/litre
2143 cc,4,4,In-line,Injection,93 litres,Diesel,BS 6,Yes,
2143 cc,4,4,In-line,Injection,93 litres,Diesel,BS 6,Yes,
1950 cc,4,4,V,Injection,70 litres,Diesel,BS 6,Yes,
2967 cc,6,4,In-line,Injection,75 litres,Diesel,BS IV,Yes,14.75 km/litre
2967 cc,6,4,In-line,Injection,75 litres,Diesel,BS IV,Yes,14.75 km/litre
1984 cc,6,4,In-line,Injection,75 litres,Petrol,BS IV,Yes,11.68 km/litre
1984 cc,6,4,In-line,Injection,75 litres,Petrol,BS IV,Yes,
2967 cc,6,4,In-line,Injection,75 litres,Diesel,BS IV,Yes,14.75 km/litre
1984 cc,6,4,In-line,Injection,75 litres,Petrol,BS IV,Yes,
1998 cc,4,4,In-line,Injection,,Petrol,BS IV,Yes,15.7 km/litre
1999 cc,4,4,In-line,Injection,,Diesel,BS IV,Yes,15.7 km/litre
1997 cc,4,4,In-line,Injection,65 litres,Petrol,BS IV,Yes,12.63 km/litre
1950 cc,6,4,V,Injection,80 litres,Diesel,BS 6,Yes,12.06 km/litre
1969 cc,4,4,In-line,Injection,68 litres,Diesel,BS IV,Yes,17.2 km/litre
1969 cc,4,4,In-line,Injection,68 litres,Diesel,BS IV,Yes,17.2 km/litre
1969 cc,4,4,In-line,Injection,68 litres,Hybrid,BS IV,Yes,
1969 cc,4,4,In-line,Injection,68 litres,Hybrid,BS IV,Yes,17.2 km/litre
1969 cc,4,4,In-line,Injection,68 litres,Diesel,BS IV,Yes,17.2 km/litre
4999 cc,8,4,V,,,Petrol,,Yes,
1997 cc,8,,V,Injection,105 litres,Petrol,BS IV,,
1997 cc,8,,V,Injection,105 litres,Petrol,BS IV,,
2995 cc,6,4,V,Injection,85 litres,Petrol,BS IV,,
1997 cc,8,,V,Injection,105 litres,Petrol,BS IV,,
2995 cc,6,4,V,Injection,85 litres,Petrol,BS IV,,
4999 cc,8,4,,,,Petrol,,Yes,
2993 cc,6,4,V,Injection,80 litres,Diesel,BS IV,Yes,
2993 cc,6,4,V,Injection,80 litres,Diesel,BS IV,Yes,
4367 cc,8,2,V,Injection,105 litres,Diesel,BS IV,,11.5 km/litre
2993 cc,6,4,V,Injection,82 litres,Diesel,BS IV,Yes,12.9 km/litre
2993 cc,6,4,V,Injection,83 litres,Diesel,BS IV,Yes,12.9 km/litre
2993 cc,6,4,V,Injection,82 litres,Diesel,BS IV,Yes,12.9 km/litre
2995 cc,6,4,V,Injection,75 litres,Hybrid,BS 6,Yes,3.4 km/litre
3996 cc,6,4,V,Injection,90 litres,Petrol,BS 6,Yes,16.2 km/litre
2995 cc,6,4,V,Injection,75 litres,Petrol,BS 6,Yes,
2987 cc,,,V,Injection,70 litres,Diesel,BS IV,Yes,
2987 cc,,,V,Injection,70 litres,Diesel,BS IV,Yes,
2987 cc,,,V,Injection,70 litres,Diesel,BS IV,Yes,
4461 cc,8,4,V,Injection,93 litres,Diesel,BS IV,Yes,9 km/litre
3993 cc,8,4,In-line,Injection,75 litres,Petrol,BS IV,Yes,9.8 km/litre
4999 cc,8,4,V,Injection,105 litres,Petrol,BS IV,,9.6 km/litre
4999 cc,8,2,V,Injection,105 litres,Petrol,BS IV,,9.6 km/litre
2995 cc,6,4,V,Injection,85 litres,Petrol,BS IV,,11.6 km/litre
4999 cc,8,4,,Injection,65 litres,Petrol,BS IV,Yes,10kmpl km/litre
2993 cc,6,4,V,Injection,,Diesel,BS IV,Yes,
2993 cc,6,4,V,Injection,,Diesel,BS IV,,
4367 cc,8,2,V,Injection,,Diesel,BS IV,Yes,
4367 cc,8,4,In-line,Injection,,Diesel,BS IV,Yes,
4367 cc,8,2,V,Injection,,Diesel,BS IV,,
2995 cc,6,4,V,Injection,85 litres,Petrol,BS IV,,11.6 km/litre
4691 cc,8,4,V,Injection,75 litres,Petrol,BS IV,Yes,9.8 km/litre
3982 cc,8,4,V,Injection,75 litres,Petrol,BS IV,Yes,7.8 km/litre
3982 cc,8,4,V,Injection,75 litres,Petrol,BS IV,Yes,7.8 km/litre
3982 cc,8,4,V,Injection,75 litres,Petrol,BS IV,Yes,7.8 km/litre
,8,6,V,Injection,65 litres,Petrol,BS 6,,
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,10.6 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,11.24 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,8 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,10.6 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,11.24 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,10.6 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS IV,Yes,10.6 km/litre
5204 cc,10,4,V,Injection,,Petrol,BS IV,Yes,10.6 km/litre
5204 cc,10,4,V,Injection,90 litres,Petrol,BS 6,Yes,10.6 km/litre
3902 cc,8,4,V,Injection,78 litres,Petrol,BS IV,Yes,5.5 km/litre
3902 cc,8,4,V,Injection,78 litres,Petrol,BS IV,Yes,5.5 km/litre
3900 cc,8,4,V,Injection,91 litres,Petrol,BS IV,Yes,5.5 km/litre
6262 cc,8,4,V,Injection,91 litres,Petrol,BS IV,Yes,5.5 km/litre
6498 cc,12,4,V,Injection,90 litres,Petrol,BS IV,,5 km/litre
6498 cc,12,4,V,Injection,90 litres,Petrol,BS IV,,8.8 km/litre
6498 cc,12,4,V,Injection,90 litres,Petrol,BS IV,,5 km/litre
6598 cc,12,4,V,Injection,80 litres,Petrol,BS IV,Yes,7.9 km/litre
6749 cc,12,4,V,Injection,100 litres,Petrol,BS IV,Yes,9.8 km/litre
796 cc,3,2,In-line,Injection,35 litres,Petrol,BS IV,,16.8 km/litre
796 cc,3,2,In-line,Injection,36 litres,Petrol,BS IV,,16.8 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1198 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,20.6 km/litre
1172 cc,4,4,In-line,Injection,45 litres,Petrol,BS IV,,15 km/litre
1248 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,20 km/litre
1194 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,20.4 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,,25.5 km/litre
1196 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,20.4 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,,25.5 km/litre
1194 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,20.4 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,,25.5 km/litre
1248 cc,4,4,In-line,Injection,37 litres,Diesel,BS IV,,27.39 km/litre
1248 cc,4,4,In-line,Injection,37 litres,Diesel,BS IV,Yes,27.39 km/litre
1248 cc,4,4,In-line,Injection,37 litres,Diesel,BS IV,,27.39 km/litre
1248 cc,4,4,In-line,Injection,37 litres,Diesel,BS IV,Yes,27.39 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,Yes,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,Yes,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,21.04 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,Yes,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,Yes,21.4 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,21.04 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,18.9 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,19.77 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,17.49 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,17.49 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,19.77 km/litre
1197 cc,4,4,In-line,Injection,43 litres,CNG,BS IV,,
1248 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,19.5 km/litre
1368 cc,4,4,In-line,Injection,45 litres,Petrol,BS IV,,14.9 km/litre
1248 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,19.5 km/litre
1498 cc,4,4,In-line,Injection,41 litres,Petrol,BS IV,,16.95 km/litre
1498 cc,4,4,In-line,Injection,41 litres,Petrol,BS IV,,16.95 km/litre
1461 cc,4,4,In-line,Injection,41 litres,Diesel,BS IV,,22.71 km/litre
1461 cc,4,4,In-line,Injection,41 litres,Diesel,BS IV,Yes,22.71 km/litre
1461 cc,4,4,In-line,Injection,41 litres,Diesel,BS IV,,22.71 km/litre
1498 cc,4,4,In-line,Injection,41 litres,Petrol,BS IV,Yes,17.97 km/litre
1461 cc,4,4,In-line,Injection,41 litres,Diesel,BS IV,Yes,22.71 km/litre
1462 cc,4,4,In-line,Injection,45 litres,Petrol,BS 6,,19.34 km/litre
1462 cc,4,4,In-line,Injection,45 litres,Petrol,BS 6,Yes,19.34 km/litre
1462 cc,4,4,In-line,Injection,45 litres,Petrol,BS 6,,18.69 km/litre
1462 cc,4,4,In-line,Injection,45 litres,Petrol,BS 6,Yes,19.34 km/litre
1462 cc,4,4,In-line,Injection,45 litres,Petrol,BS 6,,19.34 km/litre
1462 cc,4,4,In-line,Injection,45 litres,Petrol,BS 6,Yes,18.69 km/litre
1498 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,24.2 km/litre
1498 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,Yes,24.2 km/litre
1498 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,Yes,24.2 km/litre
1462 cc,4,4,In-line,Injection,45 litres,CNG + Petrol,BS 6,,19.34 km/litre
998 cc,3,4,In-line,Injection,37 litres,Petrol,BS IV,Yes,21.4 km/litre
1498 cc,,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.5 km/litre
1199 cc,4,4,In-line,Injection,40 litres,Petrol,BS IV,Yes,17.5 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.5 km/litre
1199 cc,4,4,In-line,Injection,40 litres,Petrol,BS IV,Yes,17.5 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.5 km/litre
1199 cc,4,4,In-line,Injection,40 litres,Petrol,BS IV,Yes,17.5 km/litre
1498 cc,,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.5 km/litre
1199 cc,4,4,In-line,Injection,40 litres,Petrol,BS IV,Yes,17.5 km/litre
1498 cc,,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.5 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,18.49 km/litre
1248 cc,4,4,In-line,Injection,48 litres,Diesel,BS IV,,23.65 km/litre
1248 cc,4,4,In-line,Injection,48 litres,Diesel,BS IV,Yes,23.65 km/litre
1248 cc,4,4,In-line,Injection,48 litres,Diesel,BS IV,Yes,23.65 km/litre
1248 cc,4,4,In-line,Injection,48 litres,Diesel,BS IV,Yes,23.65 km/litre
1498 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,13.86 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,20.37 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS IV,Yes,20.37 km/litre
1498 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,13.86 km/litre
2489 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,13.9 km/litre
2489 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,13.9 km/litre
2179 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,14.02 km/litre
2179 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,14.02 km/litre
2179 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,14.02 km/litre
1497 cc,4,,In-line,Injection,60 litres,Petrol,BS 6,,16.8 km/litre
1497 cc,,,In-line,Injection,60 litres,Petrol,BS 6,,16.8 km/litre
