Height,Length,Width,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Power,Torque,Model
1530 mm,3840 mm,1735 mm,20.4 km/litre,880 kg,5,163 mm,83PS@6000rpm,113Nm@4200RPM,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,955 kg,5,163 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,965 kg,5,165 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,965 kg,5,165 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,975 kg,5,163 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,975 kg,5,163 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,985 kg,5,163 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1530 mm,3840 mm,1735 mm,20.4 km/litre,880 kg,5,163 mm,83PS@6000rpm,113Nm@4200RPM,Swift
1530 mm,3840 mm,1735 mm,25.2 km/litre,985 kg,5,163 mm,75PS@4000rpm,190Nm@2000rpm,Swift
1523 mm,3990 mm,1755 mm,18 km/litre,,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Altroz
1523 mm,3990 mm,1755 mm,25 km/litre,,5,165 mm,90PS@4000rpm,200Nm@1250-3000rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,90PS@4000rpm,200Nm@1250-3000rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,90PS@4000rpm,200Nm@1250-3000rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,90PS@4000rpm,200Nm@1250-3000rpm,Altroz
1523 mm,3990 mm,1755 mm,,,5,165 mm,90PS@4000rpm,200Nm@1250-3000rpm,Altroz
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,101.4PS@3600RPM,240Nm@2000-2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1738 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1738 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,101.4PS@3600RPM,240Nm@2000-2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1738 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,101.4PS@3600RPM,240Nm@2000-2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1885 mm,4440 mm,,11.12 km/litre,1710 kg,5,170 mm,122PS@4000RPM,270Nm@2500RPM,Extreme
1537 mm,3992 mm,1677 mm,23 km/litre,992 kg,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Tigor
1537 mm,3992 mm,1677 mm,23 km/litre,992 kg,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Tigor
1537 mm,3992 mm,1677 mm,23 km/litre,992 kg,5,170 mm,86PS@6000rpm,113Nm@3300rpm,Tigor
1537 mm,3992 mm,1677 mm,23 km/litre,992 kg,5,170 mm,86PS@6000rpm,113Nm@3300rpm,Tigor
1537 mm,3992 mm,1677 mm,23 km/litre,992 kg,5,165 mm,86PS@6000rpm,113Nm@3300rpm,Tigor
1537 mm,3992 mm,1677 mm,23 km/litre,992 kg,5,170 mm,86PS@6000rpm,113Nm@3300rpm,Tigor
1570 mm,3995 mm,1706 mm,17.6 km/litre,1135 kg,5,175 mm,90PS@5000rpm,140Nm@1500-4000rpm,Zest
1570 mm,3995 mm,1706 mm,23 km/litre,1152 kg,5,165 mm,75PS@4000rpm,190Nm@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,17.6 km/litre,1135 kg,5,175 mm,90PS@5000rpm,140Nm@1500-4000rpm,Zest
1570 mm,3995 mm,1706 mm,17.6 km/litre,1129 kg,5,175 mm,90PS@5000rpm,140Nm@1500-4000rpm,Zest
1570 mm,3995 mm,1706 mm,17.6 km/litre,1135 kg,5,175 mm,90PS@5000rpm,140Nm@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,23 km/litre,1106 kg,5,165 mm,75PS@4000rpm,190Nm@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,20.65 km/litre,1155 kg,5,165 mm,75PS@4000rpm,190Nm@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,23 km/litre,1170 kg,5,165 mm,90PS@4000rpm,200NM@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,23 km/litre,1170 kg,5,165 mm,75PS@4000rpm,190Nm@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,23 km/litre,1185 kg,5,165 mm,90PS@4000rpm,200NM@1750-3000rpm,Zest
1570 mm,3995 mm,1706 mm,20.65 km/litre,1155 kg,5,165 mm,75PS@4000rpm,190Nm@1750-3000rpm,Zest
1501 mm,3995 mm,1695 mm,19 km/litre,942 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1498 mm,3995 mm,1695 mm,27.4 km/litre,993 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1498 mm,3995 mm,1695 mm,19.5 km/litre,905 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,23.8 km/litre,1031 kg,5,170 mm,80PS@3600rpm,160Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,19 km/litre,945 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,23.8 km/litre,1039 kg,5,170 mm,80PS@3600rpm,160Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1010 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1023 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1021 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,924 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,921 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,917 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1023 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,924 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1023 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,924 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1023 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,924 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1501 mm,3995 mm,1695 mm,27.4 km/litre,1023 kg,5,170 mm,100PS@3600rpm,200Nm@1750rpm,Amaze
1501 mm,3995 mm,1695 mm,19.5 km/litre,924 kg,5,170 mm,90PS@6000rpm,110Nm@4800rpm,Amaze
1875 mm,4010 mm,1540 mm,11.9 km/litre,985 kg,5,210 mm,80PS@6000rpm,103Nm@4500RPM,Gypsy
1845 mm,4010 mm,1540 mm,11.9 km/litre,985 kg,5,210 mm,80PS@6000rpm,103Nm@4500RPM,Gypsy
1590 mm,3995 mm,1770 mm,17.52 km/litre,,5,200 mm,82hp@6000rpm,112.7Nm@4000rpm,Venue
1590 mm,3995 mm,1770 mm,18.27 km/litre,,7,200 mm,117hp@6000rpm,172Nm@4000rpm,Venue
1590 mm,3995 mm,1770 mm,23.7 km/litre,,6,200 mm,89hp@4000rpm,220Nm@1500-2750rpm,Venue
1590 mm,3995 mm,1770 mm,18.27 km/litre,,6,200 mm,117bhp@6000rpm,172Nm@1500-4000rpm,Venue
1590 mm,3995 mm,1770 mm,18.27 km/litre,,6,200 mm,117hp@6000rpm,172Nm@1500-4000rpm,Venue
1590 mm,3995 mm,1770 mm,18.27 km/litre,,6,200 mm,117hp@6000rpm,1712Nm@1500-4000rpm,Venue
1590 mm,3995 mm,1770 mm,18.15 km/litre,,7,200 mm,118hp@6000rpm,172Nm@4000rpm,Venue
1590 mm,3995 mm,1770 mm,18.15 km/litre,,7,200 mm,118@6000rpm,172Nm@1500-4000rpm,Venue
1590 mm,3995 mm,1770 mm,17.52 km/litre,,5,200 mm,82hp@6000rpm,115Nm@4000rpm,Venue
1590 mm,3995 mm,1770 mm,23.7 km/litre,,6,200 mm,89hp@4000rpm,220Nm@1500-2750rpm,Venue
1590 mm,3995 mm,1770 mm,23.7 km/litre,,6,200 mm,89hp@4000rpm,220Nm@1500-2750rpm,Venue
1590 mm,3995 mm,1770 mm,23.7 km/litre,,6,200 mm,89hp@4000rpm,220Nm@1500-2750rpm,Venue
1590 mm,3995 mm,1770 mm,23.7 km/litre,,6,200 mm,90PS,22.4,Venue
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,17.6 km/litre,,,209 mm,110PS@5000rpm,170Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1607 mm,3994 mm,1811 mm,23.97 km/litre,,,209 mm,110PS@3750RPM,260Nm@1500-2750rpm,Nexon
1487 mm,4596 mm,1730 mm,15.7 km/litre,1220 kg,5,185 mm,114PS@5000rpm,207Nm@4500rpm,Linea
1494 mm,4596 mm,1730 mm,20.4 km/litre,1236 kg,5,185 mm,93PS@4000RPM,209Nm@2000rpm,Linea
1494 mm,4596 mm,1730 mm,20.4 km/litre,1255 kg,5,185 mm,93PS@4000RPM,209Nm@2000rpm,Linea
1494 mm,4596 mm,1730 mm,20.4 km/litre,1268 kg,5,185 mm,93PS@5000RPM,209Nm@2000rpm,Linea
1487 mm,4596 mm,1730 mm,15.7 km/litre,1258 kg,5,185 mm,114PS@5000rpm,207Nm@2200rpm,Linea
1880 mm,3995 mm,1745 mm,16.5 km/litre,1615 kg,5,180 mm,70ps@3600rpm,195Nm@1400-2200rpm,Bolero Power Plus
1880 mm,3995 mm,1745 mm,16.5 km/litre,1615 kg,5,180 mm,70ps@3600rpm,195Nm@1400-2200rpm,Bolero Power Plus
1880 mm,3995 mm,1745 mm,16.5 km/litre,1615 kg,5,180 mm,70ps@3600rpm,195Nm@1400-2200rpm,Bolero Power Plus
1880 mm,3995 mm,1745 mm,16.5 km/litre,1615 kg,5,180 mm,70 bhp @ 3600 rpm,195Nm@1400-2200rpm,Bolero Power Plus
1977 mm,4494 mm,1745 mm,15.96 km/litre,1615 kg,5,195 mm,63PS@3200rpm,,Bolero Power Plus
1977 mm,4440 mm,1660 mm,15.96 km/litre,1615 kg,5,195 mm,63.9PS@3200RPM,195Nm@1440-2200RPM,Bolero Power Plus
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1640 mm,3995 mm,1790 mm,24.3 km/litre,1170 kg,5,198 mm,90PS@4000rpm,200Nm@1750rpm,Vitara Brezza
1555 mm,3995 mm,1760 mm,17.19 km/litre,,5,190 mm,83PS@6000rpm,114Nm@4000rpm,I20 Active
1555 mm,3995 mm,1760 mm,17.19 km/litre,,6,190 mm,83PS@6000rpm,114Nm@4000rpm,I20 Active
1555 mm,3995 mm,1760 mm,17.19 km/litre,,6,190 mm,83PS@6000rpm,114Nm@4000rpm,I20 Active
1555 mm,3995 mm,1760 mm,21.19 km/litre,,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,I20 Active
1647 mm,3998 mm,1765 mm,17 km/litre,1220 kg,5,200 mm,123PS@6500rpm,150Nm@4500rpm,Ecosport
1647 mm,3998 mm,1765 mm,17 km/litre,1225 kg,5,200 mm,123PS@6500rpm,150Nm@4500rpm,Ecosport
1647 mm,3998 mm,1765 mm,17 km/litre,1242 kg,5,200 mm,123PS@6500rpm,150Nm@4500rpm,Ecosport
1647 mm,3998 mm,1765 mm,14.8 km/litre,1320 kg,6,200 mm,123PS@6500rpm,150Nm@4500rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1261 kg,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1268 kg,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1300 kg,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1304 kg,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1304 kg,5,200 mm,123PS@6500rpm,150Nm@4500rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1242 kg,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1304 kg,5,200 mm,123PS@6500rpm,150Nm@4500rpm,Ecosport
1647 mm,3998 mm,1765 mm,23 km/litre,1304 kg,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,Ecosport
1695 mm,4315 mm,1822 mm,13.87 km/litre,1296 kg,5,205 mm,106PS@5600rpm,142Nm@4000rpm,Duster
1695 mm,4315 mm,1822 mm,13.87 km/litre,1296 kg,5,205 mm,106PS@5600rpm,142Nm@4000rpm,Duster
1695 mm,4315 mm,1822 mm,13.87 km/litre,1296 kg,6,205 mm,106PS@5600rpm,142Nm@4000rpm,Duster
1695 mm,4315 mm,1822 mm,19.6 km/litre,1296 kg,5,205 mm,85PS@3750rpm,200Nm@1750rpm,Duster
1695 mm,4315 mm,1822 mm,19.6 km/litre,1296 kg,5,205 mm,85PS@3750rpm,200Nm@1750rpm,Duster
1695 mm,4315 mm,1822 mm,19.6 km/litre,1296 kg,6,205 mm,110PS@4000rpm,245Nm@1750rpm,Duster
1695 mm,4315 mm,1822 mm,19.6 km/litre,1296 kg,6,205 mm,110PS@4000rpm,245Nm@1750rpm,Duster
1695 mm,4315 mm,1822 mm,19.6 km/litre,1296 kg,6,205 mm,110PS@4000rpm,245Nm@1750rpm,Duster
1695 mm,4315 mm,1822 mm,19.6 km/litre,1296 kg,6,205 mm,110PS@4000rpm,245Nm@1750rpm,Duster
1445 mm,4440 mm,1729 mm,17.7 km/litre,,5,165 mm,123PS@6400rpm,151Nm@4850rpm,Verna
1445 mm,4440 mm,1729 mm,23.9 km/litre,,6,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,Verna
1445 mm,4440 mm,1729 mm,23.5 km/litre,,4,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,Verna
1445 mm,4440 mm,1729 mm,17.7 km/litre,,5,165 mm,123PS@6400rpm,151Nm@4850rpm,Verna
1445 mm,4440 mm,1729 mm,17.1 km/litre,,4,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,Verna
1445 mm,4440 mm,1729 mm,17.7 km/litre,,4,165 mm,123PS@6400rpm,155Nm@4850rpm,Verna
1445 mm,4440 mm,1729 mm,19.1 km/litre,,5,165 mm,100PS@6000rpm,133Nm@4000rpm,Verna
1445 mm,4440 mm,1729 mm,19.1 km/litre,,5,165 mm,100PS@6000rpm,133Nm@4000rpm,Verna
1445 mm,4440 mm,1729 mm,17.7 km/litre,,5,165 mm,123PS@6400rpm,151Nm@4850rpm,Verna
1445 mm,4440 mm,1729 mm,17.7 km/litre,,6,165 mm,123PS@6400rpm,155Nm@4850rpm,Verna
1445 mm,4440 mm,1729 mm,17.1 km/litre,,6,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,Verna
1445 mm,4440 mm,1729 mm,,,5,165 mm,100PS@6000rpm,133Nm@4000rpm,Verna
1445 mm,4440 mm,1729 mm,,,5,165 mm,100PS@6000rpm,133Nm@4000rpm,Verna
1617 mm,3995 mm,1821 mm,17 km/litre,,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,Xuv300
1617 mm,3995 mm,1821 mm,17 km/litre,,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,Xuv300
1617 mm,3995 mm,1821 mm,17 km/litre,,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,Xuv300
1617 mm,3995 mm,1821 mm,17 km/litre,,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1617 mm,3995 mm,1821 mm,20 km/litre,,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,Xuv300
1697 mm,4498 mm,1751 mm,21.04 km/litre,1299 kg,5,174 mm,85PS@3750rpm,200Nm@1900rpm,Lodgy
1697 mm,4498 mm,1751 mm,21.04 km/litre,1299 kg,5,174 mm,85PS@3750rpm,200Nm@1900rpm,Lodgy
1697 mm,4498 mm,1751 mm,19.98 km/litre,1338 kg,6,174 mm,110PS@4000rpm,245Nm@1750rpm,Lodgy
1697 mm,4498 mm,1751 mm,19.98 km/litre,1368 kg,6,174 mm,110PS@4000rpm,245Nm@1750rpm,Lodgy
1697 mm,4498 mm,1751 mm,21.04 km/litre,1299 kg,5,174 mm,85PS@3750rpm,200Nm@1900rpm,Lodgy
1697 mm,4498 mm,1751 mm,21.04 km/litre,1299 kg,5,174 mm,85PS@3750rpm,200Nm@1900rpm,Lodgy
1697 mm,4498 mm,1751 mm,21.04 km/litre,1299 kg,5,174 mm,85PS@3750rpm,200Nm@1900rpm,Lodgy
1467 mm,4390 mm,1699 mm,16.09 km/litre,1140 kg,5,163 mm,105PS@5250rpm,153Nm@3800rpm,Vento
1467 mm,4390 mm,1699 mm,16.09 km/litre,1140 kg,5,163 mm,105PS@5250rpm,153Nm@3800rpm,Vento
1467 mm,4390 mm,1699 mm,16.09 km/litre,1137 kg,5,163 mm,105PS@5250rpm,153Nm@3800rpm,Vento
1467 mm,4390 mm,1699 mm,18.19 km/litre,1179 kg,7,163 mm,105PS@5000rpm,175Nm@1500-4100rpm,Vento
1467 mm,4390 mm,1699 mm,18.19 km/litre,1174 kg,7,163 mm,105PS@5000rpm,175Nm@1500-4100rpm,Vento
1467 mm,4390 mm,1699 mm,20.64 km/litre,1193 kg,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,Vento
1467 mm,4390 mm,1699 mm,20.64 km/litre,1208 kg,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,Vento
1467 mm,4390 mm,1699 mm,20.64 km/litre,1211 kg,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,Vento
1467 mm,4390 mm,1699 mm,21.5 km/litre,1211 kg,7,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,Vento
1467 mm,4390 mm,1699 mm,20.64 km/litre,1211 kg,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,Vento
1469 mm,3971 mm,1682 mm,19.91 km/litre,1148 kg,5,165 mm,110PS@4400rpm,250Nm@1500-2500rpm,Vento
1469 mm,3971 mm,1682 mm,17.21 km/litre,1109 kg,7,165 mm,105PS@5000rpm,175Nm@1500-4100rpm,Vento
1585 mm,3390 mm,1575 mm,,937 kg,,170 mm,25.8PS@3500rpm,70Nm@1000rpm,E2O Plus
1585 mm,3390 mm,1575 mm,,937 kg,,170 mm,25.8PS@3500rpm,70Nm@1000rpm,E2O Plus
1537 mm,3992 mm,1677 mm,,,NA,165 mm,41.5PS@4500rpm,105Nm@2500RPM,Tigor Ev
1537 mm,3992 mm,1677 mm,,,NA,165 mm,41.5PS@4500rpm,105Nm@2500RPM,Tigor Ev
1537 mm,3992 mm,1677 mm,,,NA,165 mm,41.5PS@4500rpm,105Nm@2500RPM,Tigor Ev
1666 mm,4453 mm,1735 mm,15.4 km/litre,1199 kg,7,210 mm,119PS@6600rpm,145Nm@4600rpm,Brv
1666 mm,4453 mm,1735 mm,15.4 km/litre,1217 kg,7,210 mm,119PS@6600rpm,145Nm@4600rpm,Brv
1666 mm,4453 mm,1735 mm,15.4 km/litre,1225 kg,7,210 mm,119PS@6600rpm,145Nm@4600rpm,Brv
1666 mm,4456 mm,1735 mm,15.4 km/litre,1235 kg,7,210 mm,119PS@6600rpm,145Nm@4600rpm,Brv
1666 mm,4456 mm,1735 mm,16 km/litre,1238 kg,7,210 mm,119PS@6600rpm,145Nm@4600rpm,Brv
1666 mm,4453 mm,1735 mm,21.9 km/litre,1289 kg,7,210 mm,100PS@3600rpm,200Nm@1750rpm,Brv
1666 mm,4453 mm,1735 mm,21.9 km/litre,1301 kg,7,210 mm,100PS@3600rpm,200Nm@1750rpm,Brv
1666 mm,4456 mm,1735 mm,21.9 km/litre,1306 kg,7,210 mm,100PS@3600rpm,200Nm@1750rpm,Brv
1930 mm,3920 mm,1726 mm,13 km/litre,1750 kg,5,200 mm,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,Thar
1930 mm,3920 mm,1726 mm,13 km/litre,1750 kg,5,200 mm,105PS@3800rpm,247Nm@1800-2000rpm,Thar
1930 mm,3920 mm,1726 mm,13 km/litre,1750 kg,5,200 mm,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,Thar
2055 mm,4342 mm,1790 mm,17 km/litre,,6,190 mm,85PS@3200rpm,230Nm@1400-2400rpm,Gurkha
2055 mm,3992 mm,1790 mm,17 km/litre,,6,205 mm,85PS@3200rpm,230Nm@1400-2400rpm,Gurkha
2075 mm,3992 mm,1820 mm,,,5,,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,Gurkha
2075 mm,3992 mm,1820 mm,,,5,,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,Gurkha
2055 mm,4342 mm,1790 mm,17 km/litre,,6,190 mm,85PS@3200rpm,230Nm@1400-2400rpm,Gurkha
2055 mm,3992 mm,1790 mm,17 km/litre,,6,205 mm,85PS@3200rpm,230Nm@1400-2400rpm,Gurkha
1700 mm,4445 mm,1775 mm,19.01 km/litre,1180 kg,5,,104PS@6000rpm,138Nm@4400rpm,Xl6
