Height,Length,Width,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Power,Torque,Model
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,935 kg,5,165 mm,83PS@6000rpm,114Nm@4000rpm,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,,5,,75PS@4000rpm,190NM@1750-2250RPM,Grand I10 Nios
1520 mm,3805 mm,1680 mm,20.7 km/litre,,5,,75PS@4000rpm,190NM@1750-2250RPM,Grand I10 Nios
1520 mm,3995 mm,1660 mm,20.14 km/litre,,5,165 mm,83PS@6000rpm,114Nm@6000rpm,Xcent
1520 mm,3995 mm,1660 mm,17.36 km/litre,,4,165 mm,82PS@6000rpm,114Nm@6000rpm,Xcent
1520 mm,3995 mm,1660 mm,20.14 km/litre,1100 kg,5,165 mm,82PS@6000rpm,114Nm@6000rpm,Xcent
1520 mm,3995 mm,1660 mm,,1100 kg,5,165 mm,82PS@6000rpm,114Nm@6000rpm,Xcent
1520 mm,3995 mm,1660 mm,,1100 kg,5,165 mm,72PS@4000rpm,180Nm@1750rpm,Xcent
1520 mm,3995 mm,1660 mm,,1100 kg,5,165 mm,83PS@6000rpm,114Nm@6000rpm,Xcent
1520 mm,3995 mm,1660 mm,25.4 km/litre,1100 kg,5,165 mm,75PS@4000rpm,190NM@1750-2250RPM,Xcent
1520 mm,3995 mm,1660 mm,25.4 km/litre,1100 kg,5,165 mm,72PS@4000rpm,190NM@1750-2250RPM,Xcent
1520 mm,3995 mm,1660 mm,,1100 kg,5,165 mm,75PS@4000rpm,190NM@1750-2250RPM,Xcent
1530 mm,3825 mm,1665 mm,19.34 km/litre,930 kg,5,154 mm,77PS@6000rpm,104Nm@4000rpm,Micra
1530 mm,3825 mm,1665 mm,19.34 km/litre,,5,154 mm,77PS@6000rpm,104Nm@4400rpm,Micra
1525 mm,3825 mm,1665 mm,23.08 km/litre,,5,150 mm,64PS@4000rpm,160Nm@2000rpm,Micra
1525 mm,3825 mm,1665 mm,23.08 km/litre,1001 kg,5,150 mm,64PS@4000rpm,160Nm@2000rpm,Micra
1880 mm,4107 mm,1745 mm,15.96 km/litre,1615 kg,5,180 mm,63PS@3200rpm,195Nm@1400-2200rpm,Bolero
1880 mm,4107 mm,1745 mm,15.96 km/litre,1615 kg,5,180 mm,63PS@3200rpm,195Nm@1400-2200rpm,Bolero
1880 mm,4107 mm,1745 mm,15.96 km/litre,1615 kg,5,180 mm,63PS@3200rpm,195Nm@1400-2200rpm,Bolero
1910 mm,4221 mm,1745 mm,15.96 km/litre,1615 kg,5,183 mm,63PS@3200rpm,195Nm@1400-2200rpm,Bolero
1910 mm,4221 mm,1745 mm,15.96 km/litre,1615 kg,5,183 mm,63PS@3200rpm,195Nm@1400-2200rpm,Bolero
1485 mm,4490 mm,1730 mm,28.09 km/litre,1105 kg,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,Ciaz
1485 mm,4490 mm,1730 mm,28.09 km/litre,1105 kg,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,Ciaz
1485 mm,4490 mm,1730 mm,28.09 km/litre,1105 kg,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,Ciaz
1485 mm,4490 mm,1730 mm,28.09 km/litre,1105 kg,5,170 mm,89Bhp@4000RPM,200Nm@1750rpm,Ciaz
1485 mm,4490 mm,1730 mm,21.56 km/litre,1010 kg,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,21.56 km/litre,1010 kg,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,21.56 km/litre,1010 kg,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,21.56 km/litre,1010 kg,5,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,20.28 km/litre,1010 kg,4,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,20.28 km/litre,1010 kg,4,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,20.28 km/litre,1010 kg,4,170 mm,103Bhp@6000rpm,138Nm@4400rpm,Ciaz
1485 mm,4490 mm,1730 mm,26.82 km/litre,1105 kg,6,170 mm,94Bhp@4000RPM,225Nm@1500-2250rpm,Ciaz
1485 mm,4490 mm,1730 mm,26.32 km/litre,1105 kg,6,170 mm,94Bhp@4000RPM,225Nm@1500-2250rpm,Ciaz
1485 mm,4490 mm,1730 mm,26.32 km/litre,1105 kg,6,170 mm,94Bhp@4000RPM,225Nm@1500-2250rpm,Ciaz
1466 mm,4413 mm,1699 mm,15.41 km/litre,1137 kg,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,21.13 km/litre,1210 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1466 mm,4413 mm,1699 mm,15.41 km/litre,1137 kg,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,21.13 km/litre,1210 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1466 mm,4413 mm,1699 mm,21.72 km/litre,1228 kg,7,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1466 mm,4413 mm,1699 mm,14.84 km/litre,1187 kg,7,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,21.72 km/litre,1228 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1466 mm,4413 mm,1699 mm,21.13 km/litre,1210 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1466 mm,4413 mm,1699 mm,15.41 km/litre,1137 kg,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,14.84 km/litre,1187 kg,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,15.41 km/litre,1137 kg,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,14.84 km/litre,1187 kg,7,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Rapid
1466 mm,4413 mm,1699 mm,21.13 km/litre,1210 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1466 mm,4413 mm,1699 mm,21.72 km/litre,1228 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Rapid
1505 mm,3989 mm,1687 mm,16.3 km/litre,,5,155 mm,145PS@5500rpm,212Nm@2000-4000rpm,Abarth Punto
1630 mm,4270 mm,1780 mm,21.38 km/litre,,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,1180 kg,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,1180 kg,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,1180 kg,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,1180 kg,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,21.38 km/litre,,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,Creta
1630 mm,4270 mm,1780 mm,19.67 km/litre,,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,Creta
1630 mm,4270 mm,1780 mm,19.67 km/litre,,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,Creta
1630 mm,4270 mm,1780 mm,17.01 km/litre,,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,Creta
1630 mm,4270 mm,1780 mm,19.67 km/litre,,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,Creta
1630 mm,4270 mm,1780 mm,17.01 km/litre,,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,1180 kg,6,190 mm,121bhp@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,19.67 km/litre,,6,190 mm,126bhp@4000RPM,260Nm@1900-2750rpm,Creta
1630 mm,4270 mm,1780 mm,21.38 km/litre,,6,190 mm,90PS@4000rpm,220Nm@1500-2750rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1630 mm,4270 mm,1780 mm,15.29 km/litre,1180 kg,6,190 mm,123PS@6400rpm,151Nm@4850rpm,Creta
1665 mm,4270 mm,1780 mm,19.67 km/litre,,6,190 mm,128ps@4000rpm,260Nm@1900-2750rpm,Creta
1706 mm,4598 mm,1894 mm,16.7 km/litre,,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,Harrier
1706 mm,4598 mm,1894 mm,16.7 km/litre,,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,Harrier
1706 mm,4598 mm,1894 mm,16.7 km/litre,1080 kg,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,Harrier
1706 mm,4598 mm,1894 mm,16.7 km/litre,,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,Harrier
1706 mm,4598 mm,1894 mm,16.7 km/litre,,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,Harrier
1706 mm,4598 mm,1894 mm,16.7 km/litre,,6,205 mm,140PS@3750rpm,350Nm@1750-2500rpm,Harrier
1840 mm,5295 mm,1860 mm,10.3 km/litre,1935 kg,5,,134PS@3600RPM,320NM@1800-2800RPM,Dmax V-Cross
1840 mm,5295 mm,1860 mm,10.3 km/litre,1945 kg,5,,134HP@3600RPM,320NM@1800-2800RPM,Dmax V-Cross
1855 mm,5295 mm,1860 mm,10.3 km/litre,1935 kg,6,225 mm,150PS@3600rpm,350Nm@1800-2800rpm,Dmax V-Cross
1710 mm,4695 mm,1810 mm,9.62 km/litre,1602 kg,6,190 mm,167PS@6000RPM,222Nm@4100RPM,Outlander
1494 mm,4424 mm,1804 mm,13.8 km/litre,1525 kg,7,183 mm,183PS@5500rpm,300Nm@1200-1400rpm,Mercedes-Benz Gla-Class
1494 mm,4424 mm,1804 mm,17.9 km/litre,1585 kg,7,183 mm,136PS@4000rpm,300Nm@1600-3000rpm,Mercedes-Benz Gla-Class
1494 mm,4424 mm,1804 mm,17.9 km/litre,1585 kg,7,183 mm,136PS@4000rpm,300Nm@1600-3000rpm,Mercedes-Benz Gla-Class
1479 mm,4445 mm,1804 mm,13.8 km/litre,1720 kg,7,183 mm,360PS@6000rpm,450Nm@2250-5000rpm,Mercedes-Benz Gla-Class
1494 mm,4424 mm,1804 mm,17.9 km/litre,1585 kg,7,183 mm,170PS@4000RPM,350Nm@1400-3400rpm,Mercedes-Benz Gla-Class
1479 mm,4445 mm,1804 mm,13.8 km/litre,1720 kg,7,183 mm,375PS@6000rpm,475Nm@2250-5000rpm,Mercedes-Benz Gla-Class
1464 mm,4933 mm,1849 mm,23.1 km/litre,1620 kg,5,155 mm,145PS@6200rpm,175Nm@4000rpm,Accord Hybrid
1464 mm,4907 mm,1860 mm,18.12 km/litre,1705 kg,8,158 mm,190PS@4000rpm,400Nm@1750-2500rpm,5-Series
1464 mm,4907 mm,1860 mm,14.69 km/litre,1705 kg,8,158 mm,258PS@4000rpm,560Nm@1500-3000rpm,5-Series
1464 mm,4907 mm,1860 mm,15.01 km/litre,1705 kg,8,158 mm,252PS@5200rpm,350Nm@1450-4800rpm,5-Series
1481 mm,5219 mm,2142 mm,16.46 km/litre,1865 kg,8,152 mm,265PS@4000RPM,620Nm@2000-2500RPM,6-Series
1481 mm,5219 mm,2142 mm,16.46 km/litre,1865 kg,8,152 mm,265PS@4000RPM,620Nm@2000-2500RPM,6-Series
1369 mm,4894 mm,1894 mm,7.94 km/litre,,8,124 mm,450PS@5500rpm,,6-Series
1538 mm,5091 mm,1902 mm,21.76 km/litre,1720 kg,8,138 mm,188PS@4000RPM,400NM@1750rpm,6-Series
1624 mm,4696 mm,1923 mm,,1865 kg,7,190 mm,349PS@5400RPM,480Nm@1360rpm,Macan
1624 mm,4696 mm,1923 mm,10.8 km/litre,1865 kg,7,190 mm,248PS@5000RPM,370Nm@1600rpm,Macan
1308 mm,4470 mm,1923 mm,,,8,,495PS@6500RPM,625Nm@2500-5500rpm,F-Type
1308 mm,4470 mm,2042 mm,14.3 km/litre,,8,,550PS@6500RPM,680Nm@2500RPM,F-Type
1311 mm,4475 mm,2042 mm,12.05 km/litre,,8,,567PS@6500rpm,700Nm@3500rpm,F-Type
1311 mm,4475 mm,2042 mm,12.05 km/litre,1720 kg,8,,567PS@6500rpm,700Nm@3500rpm,F-Type
1311 mm,4482 mm,1923 mm,15.3 km/litre,1577 kg,8,,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,F-Type
1308 mm,4482 mm,1923 mm,,1614 kg,8,113 mm,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,F-Type
1308 mm,4482 mm,1923 mm,10.7 km/litre,1665 kg,8,113 mm,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,F-Type
1311 mm,4482 mm,1923 mm,10.85 km/litre,1730 kg,8,113 mm,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm,F-Type
1473 mm,4956 mm,1903 mm,9.8 km/litre,1950 kg,8,,625PS@6000rpm,750Nm@1800-5860rpm,M5
1865 mm,5080 mm,1980 mm,18 km/litre,2660 kg,6,,380PS@6000rpm,546Nm@1600-2600rpm,Lx 570
1211 mm,4568 mm,1952 mm,5.5 km/litre,1525 kg,7,,669PS@8000rpm,760NM@3000rpm,458 Spider
1675 mm,3655 mm,1620 mm,22.5 km/litre,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1675 mm,3655 mm,1620 mm,22.5 km/litre,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1620 mm,3655 mm,1675 mm,21.5 km/litre,,5,,83PS@6000rpm,1130Nm@4200rpm,Wagon
1675 mm,3655 mm,1620 mm,22.5 km/litre,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1675 mm,3655 mm,1620 mm,21.5 km/litre,830 kg,5,,83PS@6000rpm,113Nm@4200RPM,Wagon
1675 mm,3655 mm,1620 mm,21.5 km/litre,,5,,83PS@6000rpm,113Nm@4200RPM,Wagon
1675 mm,3655 mm,1620 mm,21.5 km/litre,,5,,83PS@6000rpm,113Nm@4200RPM,Wagon
1675 mm,3655 mm,1620 mm,22.5 km/litre,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1675 mm,3655 mm,1620 mm,22.5 km/litre,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1675 mm,3655 mm,1620 mm,21.5 km/litre,830 kg,5,,83PS@6000rpm,113Nm@4200RPM,Wagon
1675 mm,3655 mm,1620 mm,21.5 km/litre,,5,,83PS@6000rpm,113Nm@4200RPM,Wagon
1675 mm,3655 mm,1620 mm,22.5 km/litre,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1675 mm,3655 mm,1620 mm,,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1675 mm,3655 mm,1620 mm,,,5,,68PS@5500rpm,90Nm@3500rpm,Wagon
1587 mm,3793 mm,1665 mm,23.84 km/litre,1017 kg,5,180 mm,85PS@6000rpm,114NM@3500rpm,Tiago Nrg
1587 mm,3793 mm,1665 mm,27.28 km/litre,1085 kg,5,180 mm,70PS@4000rpm,140Nm@1800-3000rpm,Tiago Nrg
1587 mm,3793 mm,1665 mm,23.84 km/litre,1017 kg,5,180 mm,85PS@6000rpm,114NM@3500rpm,Tiago Nrg
1870 mm,3985 mm,1850 mm,17.21 km/litre,,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,Nuvosport
1870 mm,3985 mm,1850 mm,17.21 km/litre,,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,Nuvosport
1870 mm,3985 mm,1850 mm,17.21 km/litre,,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,Nuvosport
1870 mm,3985 mm,1850 mm,17.21 km/litre,,5,,100PS@3750RPM,240Nm@1600-2800rpm,Nuvosport
1870 mm,3985 mm,1850 mm,16.21 km/litre,,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,Nuvosport
1870 mm,3985 mm,1850 mm,16.21 km/litre,,5,180 mm,100PS@3750RPM,240Nm@1600-2800rpm,Nuvosport
1651 mm,4384 mm,1813 mm,14.23 km/litre,,6,210 mm,106PS@5600rpm,142Nm@4000rpm,Kicks
1651 mm,4384 mm,1813 mm,14.23 km/litre,,6,210 mm,106PS@5600rpm,142Nm@4000rpm,Kicks
1651 mm,4384 mm,1813 mm,20.45 km/litre,,6,210 mm,110PS@3850rpm,240Nm@1750rpm,Kicks
1651 mm,4384 mm,1813 mm,20.45 km/litre,,6,210 mm,110PS@3850rpm,240Nm@1750rpm,Kicks
1651 mm,4384 mm,1813 mm,20.45 km/litre,,6,210 mm,110PS@3850rpm,240Nm@1750rpm,Kicks
1651 mm,4384 mm,1813 mm,20.45 km/litre,,6,210 mm,110PS@3850rpm,240Nm@1750rpm,Kicks
1651 mm,4384 mm,1813 mm,20.45 km/litre,,6,210 mm,110PS@3850rpm,240Nm@1750rpm,Kicks
1651 mm,4384 mm,1813 mm,20.45 km/litre,,6,210 mm,110PS@3850rpm,240Nm@1750rpm,Kicks
2670 mm,5458 mm,1905 mm,,2275 kg,5,180 mm,73.5kW@4000rpm,190Nm@1250-3500rpm,Winger
1570 mm,4180 mm,1800 mm,,,Single Speed Reduction Gear,160 mm,136 bhp,395 Nm,Kona Electric
1455 mm,4885 mm,1840 mm,23.2 km/litre,1665 kg,,,178PS@5700rpm,221Nm@3600-5200rpm,Camry
1386 mm,4733 mm,1843 mm,19.2 km/litre,2115 kg,7,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,A5
1846 mm,4988 mm,2200 mm,18 km/litre,,8,,258PS@3750rpm,600Nm@2000rpm,Discovery
1846 mm,4988 mm,2200 mm,18 km/litre,,8,,258PS@3750rpm,600Nm@2000rpm,Discovery
1846 mm,4988 mm,2200 mm,9.17 km/litre,,8,,394PS@3750rpm,450Nm@3500-5000RPM,Discovery
1846 mm,4988 mm,2200 mm,9.17 km/litre,,8,,394PS@3750rpm,450Nm@3500-5000RPM,Discovery
1846 mm,4988 mm,2200 mm,18 km/litre,,8,,258PS@3750rpm,600Nm@2000rpm,Discovery
1846 mm,4988 mm,2200 mm,9.17 km/litre,,8,,394PS@3750rpm,450Nm@3500-5000RPM,Discovery
1846 mm,4988 mm,2200 mm,18 km/litre,,8,,258PS@3750rpm,600Nm@2000rpm,Discovery
1846 mm,4988 mm,2200 mm,9.17 km/litre,,8,,394PS@3750rpm,450Nm@3500-5000RPM,Discovery
1450 mm,5235 mm,1900 mm,15.4 km/litre,2300 kg,,,299PS@6600rpm,350Nm@5100rpm,Ls 500H
1450 mm,5235 mm,1900 mm,15.4 km/litre,2322 kg,,,299PS@6600rpm,350Nm@5100rpm,Ls 500H
1450 mm,5235 mm,1900 mm,15.4 km/litre,2345 kg,,,299PS@6600rpm,350Nm@5100rpm,Ls 500H
1638 mm,5842 mm,1990 mm,23 km/litre,2649 kg,8,164 mm,460PS@5350rpm,720Nm@3500rpm,Rolls-Royce Phantom
1640 mm,6092 mm,1990 mm,23 km/litre,2694 kg,8,164 mm,460PS@5350rpm,720Nm@3500rpm,Rolls-Royce Phantom
1525 mm,3989 mm,1687 mm,15.7 km/litre,1095 kg,5,185 mm,68PS@6000rpm,96Nm@2500RPM,Punto Evo
1525 mm,3989 mm,1687 mm,20.5 km/litre,1095 kg,,185 mm,76PS@4000RPM,197Nm@1750RPM,Punto Evo
1525 mm,3989 mm,1687 mm,20.3 km/litre,1165 kg,,185 mm,76PS@4000RPM,197Nm@1750RPM,Punto Evo
1525 mm,3989 mm,1687 mm,21.2 km/litre,1095 kg,5,185 mm,76PS@4000RPM,197Nm@1750RPM,Punto Evo
1495 mm,4425 mm,1730 mm,17.1 km/litre,1090 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1095 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1105 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.8 km/litre,1135 kg,7,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.8 km/litre,1115 kg,7,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.8 km/litre,1110 kg,7,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.8 km/litre,1125 kg,7,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1120 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1105 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1090 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1095 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1090 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1095 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1495 mm,4425 mm,1730 mm,17.1 km/litre,1105 kg,6,152 mm,107PS@6000rpm,140Nm@4200rpm,Yaris
1476 mm,4670 mm,1814 mm,16.7 km/litre,1260 kg,6,155 mm,140PS@6000RPM,250Nm@1500-3500rpm,Octavia
1476 mm,4670 mm,1814 mm,21 km/litre,1340 kg,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,Octavia
1476 mm,4670 mm,1814 mm,16.7 km/litre,1260 kg,6,155 mm,140PS@6000RPM,250Nm@1500-3500rpm,Octavia
1476 mm,4670 mm,1814 mm,15.1 km/litre,1376 kg,7,155 mm,180PS@6200RPM,250NM@1250-5000rpm,Octavia
1476 mm,4670 mm,1814 mm,21 km/litre,1340 kg,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,Octavia
1476 mm,4670 mm,1814 mm,19.5 km/litre,1395 kg,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,Octavia
1476 mm,4670 mm,1814 mm,15.1 km/litre,1376 kg,7,155 mm,180PS@6200RPM,250NM@1250-5000rpm,Octavia
1476 mm,4670 mm,1814 mm,19.5 km/litre,1395 kg,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,Octavia
1476 mm,4670 mm,1814 mm,16.7 km/litre,1260 kg,6,155 mm,140PS@6000RPM,250Nm@1500-3500rpm,Octavia
1476 mm,4670 mm,1814 mm,21 km/litre,1340 kg,6,155 mm,141PS@4000rpm,320Nm@1750-3000rpm,Octavia
1476 mm,4670 mm,1814 mm,15.1 km/litre,1376 kg,7,155 mm,180PS@6200RPM,250NM@1250-5000rpm,Octavia
1476 mm,4670 mm,1814 mm,19.5 km/litre,1395 kg,6,155 mm,143PS@4000rpm,320Nm@1750-3000rpm,Octavia
1644 mm,4658 mm,1890 mm,13.51 km/litre,,9,,197PS@5500-6100rpm,320Nm@1650-4000rpm,Mercedes-Benz Glc
1644 mm,4658 mm,1890 mm,18.18 km/litre,,9,,194PS@3800rpm,400Nm@1600-2800RPM,Mercedes-Benz Glc
1676 mm,4931 mm,2194 mm,11.6 km/litre,2030 kg,8,,340PS@5300-6400,450Nm@1340-5300,Cayenne Coupe
1676 mm,4931 mm,2194 mm,15.3 km/litre,2200 kg,8,,550PS@5750-6000,770Nm@2000-4500,Cayenne Coupe
1540 mm,4277 mm,1740 mm,21 km/litre,1140 kg,5,172 mm,65PS@4000rpm,160Nm@2000rpm,Verito
1540 mm,4277 mm,1740 mm,21 km/litre,1140 kg,5,172 mm,65PS@4000rpm,160Nm@2000rpm,Verito
1540 mm,4277 mm,1740 mm,21 km/litre,1140 kg,5,172 mm,120PS@4000RPM,280Nm@2400-2800rpm,Verito
1840 mm,4695 mm,1815 mm,10.77 km/litre,1935 kg,5,215 mm,178PS@4000rpm,400Nm@2000rpm,Pajero Sport
1840 mm,4695 mm,1815 mm,10.77 km/litre,1935 kg,5,215 mm,178PS@4000rpm,350Nm@1800-3500rpm,Pajero Sport
1840 mm,4695 mm,1815 mm,10.77 km/litre,2040 kg,5,215 mm,178PS@4000rpm,400Nm@2000-2500rpm,Pajero Sport
1840 mm,4695 mm,1815 mm,10.77 km/litre,1935 kg,5,215 mm,178PS@4000rpm,400Nm@2000rpm,Pajero Sport
1840 mm,4695 mm,1815 mm,10.77 km/litre,1935 kg,5,215 mm,178PS@4000rpm,350Nm@1800-3500rpm,Pajero Sport
1488 mm,5299 mm,2207 mm,4 km/litre,2417 kg,8,142 mm,507PS@6000rpm,660NM@1700rpm,Flying Spur
1488 mm,5299 mm,2207 mm,4 km/litre,2475 kg,8,110 mm,616PS@6100rpm,800Nm@1600-6100rpm,Flying Spur
1495 mm,4440 mm,1695 mm,17.4 km/litre,1063 kg,5,165 mm,119PS@6600rpm,145Nm@4600rpm,City
1495 mm,4440 mm,1695 mm,17.8 km/litre,1061 kg,5,165 mm,119PS@6600rpm,145Nm@4600rpm,City
1495 mm,4440 mm,1695 mm,17.4 km/litre,1084 kg,5,165 mm,119PS@6600rpm,145Nm@4600rpm,City
1495 mm,4440 mm,1695 mm,18 km/litre,1100 kg,5,165 mm,119PS@6600rpm,145Nm@4600rpm,City
1495 mm,4440 mm,1695 mm,25.6 km/litre,1147 kg,6,165 mm,100PS@3600rpm,200Nm@1750rpm,City
1495 mm,4440 mm,1695 mm,25.6 km/litre,1148 kg,6,165 mm,100PS@3600rpm,200Nm@1750rpm,City
1495 mm,4440 mm,1695 mm,25.1 km/litre,1170 kg,6,165 mm,100PS@3600rpm,200Nm@1750rpm,City
1495 mm,4440 mm,1695 mm,25.1 km/litre,1175 kg,6,165 mm,100PS@3600rpm,200Nm@1750rpm,City
1495 mm,4440 mm,1695 mm,22.6 km/litre,1107 kg,5,165 mm,119PS@6600rpm,145Nm@4600rpm,City
1495 mm,4440 mm,1695 mm,17.8 km/litre,1080 kg,5,165 mm,119PS@6600rpm,145Nm@4600rpm,City
1900 mm,4900 mm,1875 mm,11.56 km/litre,2335 kg,5,235 mm,202ps@3800rpm,441Nm@2000rpm,Montero

