Automatic_Headlamps,ESP_(Electronic_Stability_Program),Number_of_Airbags,Gear_Shift_Reminder,Fasten_Seat_Belt_Warning,Door_Ajar_Warning,ABS_(Anti-lock_Braking_System),Passenger_Side_Seat-Belt_Reminder,High_Speed_Alert_System,Low_Fuel_Warning,Engine_Malfunction_Light,Child_Safety_Locks,Central_Locking,Ex-Showroom_Price,ARAI_Certified_Mileage,Power,Torque
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,70,72,000",9.8 km/litre,560PS@6600RPM,700Nm@1750-5500rpm
Yes,Yes,10,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,60,37,526",9.6 km/litre,518bhp@6000-6500rpm,625Nm@2500-5500rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 3,25,22,000",9.6 km/litre,558PS@6000-6500rpm,700Nm@3500-5000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 1,95,27,130",11.6 km/litre,335bhp@6500RPM,450Nm@3500-5000RPM
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 4,04,99,548",10kmpl km/litre,558bhp@6000-6500RPM,700Nm@3500-5000rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,81,85,267",,254bhp@3750rpm,600Nm@1750-2250rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 1,95,27,130",,254bhp@3750rpm,600Nm@1750-2250rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,51,74,051",,335bhp@3500rpm,740Nm@1750-2250rpm
Yes,,8,Yes,Yes,Yes,,,,Yes,Yes,Yes,,"Rs. 3,92,94,685",,335bhp@3500rpm,740Nm@1750-2250rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,36,75,691",,335bhp@3500rpm,740Nm@1750-2250rpm
Yes,Yes,8,,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 2,13,98,758",11.6 km/litre,335bhp@6500RPM,450Nm@3500-5000RPM
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 1,98,65,675",9.8 km/litre,450PS@7000rpm,510Nm@4750rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,15,83,466",7.8 km/litre,510PS@6250rpm,650Nm@1750-4750rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,32,64,134",7.8 km/litre,585PS@6250rpm,700Nm@1900-5500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 2,27,33,626",7.8 km/litre,476PS@6000rpm,630Nm@1700-5000rpm
,,,,,,,,,,,,,"Rs. 2,42,00,000",,639PS@6250rpm,700Nm@1900 rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,71,33,704",10.6 km/litre,610PS@8250rpm,560Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,24,52,486",11.24 km/litre,580PS@8000rpm,540Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,51,50,732",8 km/litre,610PS@8250rpm,560Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,76,14,126",10.6 km/litre,639PS@8250rpm,600Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,55,35,000",11.24 km/litre,571 bhp @ 8000 rpm,540 Nm @ 6500 rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 4,07,42,932",10.6 km/litre,602 bhp @ 8250 rpm,560Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,73,00,000",10.6 km/litre,631Bhp@8250rpm,600Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 4,10,00,000",10.6 km/litre,631Bhp@8250rpm,600Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,22,00,000",10.6 km/litre,610PS@8000 rpm,560Nm@6500rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,67,61,413",5.5 km/litre,670PS@8000rpm,760NM@3000rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 3,93,19,552",5.5 km/litre,670PS@8000rpm,760NM@3000rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 4,20,00,000",5.5 km/litre,610PS@7000rpm,760Nm@5250RPM
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 5,20,00,000",5.5 km/litre,681PS@8000rpm,697Nm@5250RPM
Yes,,6,,Yes,Yes,,,,Yes,,Yes,,"Rs. 4,78,93,943",5 km/litre,700PS@8250RPM,690Nm@5500rpm
Yes,,6,,Yes,Yes,,,,Yes,,Yes,,"Rs. 5,32,10,327",8.8 km/litre,700PS@8250RPM,690Nm@5506RPM
Yes,Yes,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,74,67,700",5 km/litre,740PS@8400rpm,690Nm@5500rpm
Yes,Yes,8,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,92,16,193",7.9 km/litre,571PS@6000RPM,780Nm@1500-5000RPM
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,37,55,383",9.8 km/litre,453PS@5350rpm,720Nm@3500rpm
,,,,,,,,,,,Yes,,"Rs. 2,82,778",16.8 km/litre,34.7PS@5000rpm,59Nm@2500rpm
,,,,,,,,,,,Yes,,"Rs. 2,84,485",16.8 km/litre,34.7PS@5000rpm,59Nm@2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,12,292",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 5,52,656",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,74,448",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,,"Rs. 5,55,196",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,,,,,Yes,Yes,Yes,,"Rs. 5,00,575",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 5,93,361",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,15,153",20.6 km/litre,68PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 6,58,361",20.6 km/litre,78PS@5000rpm,104Nm@4000rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,80,153",20.6 km/litre,78PS@5000rpm,104Nm@4000rpm
,,,,,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 4,82,330",15 km/litre,68PS@6000rpm,96Nm@2500RPM
,,1,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 5,75,947",20 km/litre,75 bhp @ 4000 rpm,197 Nm @ 1750 RPM
,,2,,,Yes,Yes,,,Yes,Yes,Yes,,"Rs. 5,23,000",20.4 km/litre,96PS@6500rpm,120Nm@4250rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,,"Rs. 6,23,000",25.5 km/litre,100PS@3750RPM,215Nm@1750-3000RPM
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,99,900",20.4 km/litre,96PS@6500rpm,120Nm@4250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,99,900",25.5 km/litre,100PS@3750RPM,215Nm@1750-3000RPM
,,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,64,900",20.4 km/litre,96PS@6500rpm,120Nm@4250rpm
,,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,64,900",25.5 km/litre,100PS@3750RPM,215Nm@1750-3000RPM
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,46,621",27.39 km/litre,75PS@4000rpm,190Nm@2000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,68,221",27.39 km/litre,75PS@4000rpm,190Nm@2000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,68,611",27.39 km/litre,75PS@4000rpm,190Nm@2000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,07,921",27.39 km/litre,75PS@4000rpm,190Nm@2000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,58,212",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,90,212",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,36,612",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,68,612",21.04 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,58,602",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,97,912",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,33,412",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,89,912",21.4 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,29,912",21.04 km/litre,83 Bhp@6000rpm,115 Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 5,86,428",18.9 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,20,637",19.77 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,52,328",17.49 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,05,538",17.49 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,40,537",19.77 km/litre,83PS@6000rpm,114Nm@4000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 6,53,452",,82bhp@6000RPM,114Nm@4000rpm
,,,,,,,,,Yes,Yes,Yes,,"Rs. 7,51,203",19.5 km/litre,76PS@4000RPM,197Nm@1750RPM
,,,,,,,,,Yes,Yes,Yes,,"Rs. 6,46,336",14.9 km/litre,90PS@6000rpm,115Nm@4500RPM
,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,08,558",19.5 km/litre,76PS@4000RPM,197Nm@1750RPM
,,1,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,07,025",16.95 km/litre,99PS@6000rpm,134Nm@4000rpm
,,1,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,36,461",16.95 km/litre,99PS@6000rpm,134Nm@4000rpm
,,1,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,12,534",22.71 km/litre,86Ps@3750rpm,200Nm@2000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,93,997",22.71 km/litre,86Ps@3750rpm,200Nm@2000rpm
,,1,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,60,997",22.71 km/litre,86Ps@3750rpm,200Nm@2000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,93,997",17.97 km/litre,101PS@5600rpm,134Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,77,285",22.71 km/litre,86Ps@3750rpm,200Nm@2000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,59,000",19.34 km/litre,103Bhp@6000rpm,138Nm@4400rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,17,000",19.34 km/litre,104bhp@6000rpm,138Nm@4400rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,36,000",18.69 km/litre,103Bhp@6000rpm,130Nm@4400rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,71,000",19.34 km/litre,103Bhp@6000rpm,130Nm@4400rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,34,000",19.34 km/litre,103Bhp@6000rpm,180Nm@4400rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,13,000",18.69 km/litre,104bhp@6000rpm,138Nm@4400rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,86,689",24.2 km/litre,95Bhp@4400rpm,225Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,69,689",24.2 km/litre,95Bhp@4400rpm,225Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,20,689",24.2 km/litre,95Bhp@4400rpm,225Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,87,689",19.34 km/litre,103Bhp@6000rpm,180Nm@4400rpm
Yes,,2,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 7,88,913",21.4 km/litre,102PS@5500rpm,150Nm@1700-4500RPM
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,35,000",25.5 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,,Yes,Yes,,,,Yes,Yes,Yes,"Rs. 9,25,000",17.5 km/litre,90PS@6000rpm,110Nm@4800rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,25,000",25.5 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,15,000",17.5 km/litre,90PS@6000rpm,110Nm@4800rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,16,050",25.5 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,08,050",17.5 km/litre,90PS@6000rpm,110Nm@4800rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,48,050",25.5 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,,Yes,Yes,,,,Yes,Yes,Yes,"Rs. 9,35,050",17.5 km/litre,90PS@6000rpm,110Nm@4800rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,95,000",25.5 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,"Rs. 8,54,328",18.49 km/litre,84PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,14,328",18.49 km/litre,84PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 9,76,592",18.49 km/litre,84PS@3750RPM,240Nm@1600-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,614",18.49 km/litre,100PS@3750RPM,240Nm@1500-2250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,31,943",18.49 km/litre,100PS@3750RPM,240Nm@1500-2250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,22,930",18.49 km/litre,100PS@3750RPM,240Nm@1500-2250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,55,259",18.49 km/litre,100PS@3750RPM,240Nm@1500-2250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,80,689",23.65 km/litre,90PS@4000rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,92,689",23.65 km/litre,90PS@4000rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,43,689",23.65 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,43,689",23.65 km/litre,90PS@4000rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,49,999",13.86 km/litre,106PS@5600rpm,142Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,49,999",20.37 km/litre,110PS@3850rpm,240Nm@1750rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,99,999",20.37 km/litre,110PS@3850rpm,240Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,99,999",13.86 km/litre,106PS@5600rpm,142Nm@4000rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 9,63,037",13.9 km/litre,95PS@3600rpm,218Nm@1400-2600rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 10,04,487",13.9 km/litre,95PS@3600rpm,218Nm@1400-2600rpm
,,,,,,,,,Yes,,Yes,Yes,"Rs. 10,31,951",14.02 km/litre,120PS@4000RPM,280Nm@2400-2800rpm
,,,,,,,,,Yes,Yes,Yes,,"Rs. 10,66,139",14.02 km/litre,120PS@4000RPM,280Nm@2400-2800rpm
,,2,,Yes,,Yes,,,Yes,Yes,Yes,,"Rs. 12,28,335",14.02 km/litre,121PS@4000rpm,280Nm@2400-2800rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,89,000",16.8 km/litre,115PS@6300rpm,144Nm@4500 rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,29,000",16.8 km/litre,115PS@6300rpm,144Nm@4500 rpm
Yes,,4,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,49,000",16.8 km/litre,115PS@6300rpm,144Nm@4500 rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,09,000",16.8 km/litre,115PS@6300rpm,144Nm@4500 rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 14,09,000",16.8 km/litre,115PS@6300rpm,144Nm@4500 rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,34,000",20 km/litre,114PS@4000 rpm,250Nm@1500-2750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,54,000",20 km/litre,115PS@4000RPM,250Nm@1500-2750rpm
Yes,,4,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,54,000",20 km/litre,115PS@4000RPM,250Nm@1500-2750rpm
Yes,,4,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 13,54,000",20 km/litre,115PS@4000RPM,250Nm@1500-2750rpm
Yes,,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,34,000",20 km/litre,115PS@4000RPM,250Nm@1500-2750rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 16,34,000",20 km/litre,115PS@4000RPM,250Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,79,000",16.1 km/litre,140PS@6000RPM,242Nm@1500-3200rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 15,29,000",16.1 km/litre,140PS@6000RPM,242Nm@1500-3200rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 16,29,000",16.5 km/litre,140PS@6000RPM,242Nm@1500-3200rpm
Yes,Yes,4,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 16,29,000",16.1 km/litre,140PS@6000RPM,242Nm@1500-3200rpm
Yes,,4,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,14,000",20 km/litre,115PS@4000RPM,250Nm@1500-2750rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",20.45 km/litre,85PS@3750rpm,200Nm@1900rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,64,900",19.01 km/litre,110PS@3900rpm,248Nm@2250rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",13.24 km/litre,104PS@5850rpm,145Nm@3750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,35,700",20.45 km/litre,85PS@3750rpm,200Nm@1900rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,19,900",19.01 km/litre,110PS@3900rpm,248Nm@2250rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,35,700",20.45 km/litre,85PS@3750rpm,200Nm@1900rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 11,09,005",14 km/litre,150PS@4000rpm,320Nm@1700-2700rpm
,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,35,158",14 km/litre,150PS@4000rpm,320Nm@1700-2700rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,79,574",14.1 km/litre,156PS@4000rpm,400Nm@1750-2500rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,43,829",14.1 km/litre,156PS@4000rpm,400Nm@1750-2500rpm
,Yes,2,,,,Yes,,,,Yes,,,"Rs. 12,48,000",,141bhp,250NM
,Yes,2,,Yes,,Yes,,,,Yes,,,"Rs. 13,48,000",17.41 km/litre,168bhp,350NM
,Yes,2,,Yes,,Yes,,,Yes,Yes,,,"Rs. 14,48,000",17.41 km/litre,168bhp,350NM
,Yes,6,,Yes,,Yes,,,Yes,Yes,,,"Rs. 15,88,000",17.41 km/litre,168bhp,350NM
,Yes,6,,,Yes,Yes,,Yes,,,Yes,Yes,"Rs. 17,28,000",17.41 km/litre,168bhp,350NM
,Yes,2,,Yes,,Yes,Yes,,Yes,Yes,,,"Rs. 13,28,000",,141bhp,250NM
,Yes,2,,Yes,,Yes,,,Yes,Yes,,,"Rs. 13,88,000",,141bhp,250NM
,Yes,6,,,Yes,Yes,,Yes,,,Yes,Yes,"Rs. 16,28,000",,141bhp,250NM
,Yes,6,,Yes,,Yes,,Yes,Yes,Yes,,,"Rs. 14,98,000",,141bhp,250NM
,Yes,6,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,"Rs. 15,68,000",,141bhp,250NM
,Yes,6,,,Yes,Yes,,Yes,,,Yes,Yes,"Rs. 17,18,000",,141bhp,250NM
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 13,99,000",,129PS,245Nm
,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 14,99,000",,129PS,245Nm
Yes,,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 15,99,000",,129PS,245Nm
,,6,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 15,89,000",14.6 km/litre,152PS@6200rpm,196Nm@4000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 18,49,000",14.6 km/litre,152PS@6200rpm,196Nm@4000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 19,49,000",14.6 km/litre,152PS@6200rpm,196Nm@4000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 20,39,000",14.6 km/litre,152PS@6200rpm,196Nm@4000rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 20,79,717",18.42 km/litre,185PS@4000rpm,400NM@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,76,656",13.03 km/litre,155PS@6200rpm,192NM@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 23,64,354",16.38 km/litre,185PS@4000rpm,400NM@1750rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 21,87,384",12.95 km/litre,155PS@6200rpm,192NM@4000rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 26,97,417",16.38 km/litre,185PS@4000rpm,400NM@1750rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 23,73,522",12.95 km/litre,155PS@6200rpm,192NM@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 22,46,749",12.95 km/litre,155PS@6200rpm,192NM@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 24,23,720",16.38 km/litre,185PS@4000rpm,400NM@1750rpm
Yes,Yes,9,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 30,21,500",17.42 km/litre,180PS@3600-4000rpm,350Nm@1750-2500rpm
