Torque,Power,ARAI_Certified_Mileage,Ex-Showroom_Price
138Nm@4400rpm,104PS@6000rpm,19.01 km/litre,"Rs. 9,84,689"
138Nm@4400rpm,104PS@6000rpm,19.01 km/litre,"Rs. 10,41,189"
138Nm@4400rpm,104PS@6000rpm,17.01 km/litre,"Rs. 10,94,689"
138Nm@4400rpm,104PS@6000rpm,17.01 km/litre,"Rs. 11,51,189"
210Nm@2000-4000RPM,143PS@5500RPM,17.1 km/litre,"Rs. 9,89,219"
280Nm@1800-2800rpm,120PS@4000RPM,18.49 km/litre,"Rs. 9,92,748"
280Nm@1800-2800rpm,120PS@4000RPM,18.49 km/litre,"Rs. 10,29,650"
280Nm@1800-2800rpm,120PS@4000RPM,18.49 km/litre,"Rs. 11,42,157"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 9,99,900"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 11,56,471"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 13,08,592"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 14,68,440"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 9,99,900"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 11,64,569"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 13,16,690"
300Nm@1750-2500rpm,121Bhp@3500rpm,17.3 km/litre,"Rs. 14,76,538"
200Nm@1400-2200rpm,75PS@3200rpm,15.4 km/litre,"Rs. 9,99,994"
280Nm@1800-2800rpm,121PS@4000rpm,10.22 km/litre,"Rs. 12,36,258"
280Nm@1800-2800rpm,121PS@4000rpm,13.5 km/litre,"Rs. 11,23,158"
280Nm@1800-2800rpm,120PS@4000RPM,15.4 km/litre,"Rs. 12,20,030"
280Nm@1800-2800rpm,120PS@4000RPM,15.4 km/litre,"Rs. 13,30,006"
320Nm@1500-2800rpm,140PS@3750rpm,15.4 km/litre,"Rs. 13,60,668"
320Nm@1500-2800rpm,140PS@3750rpm,15.4 km/litre,"Rs. 15,40,081"
320Nm@1500-2800rpm,140PS@3750rpm,15.4 km/litre,"Rs. 16,63,054"
320Nm@1500-2800rpm,140PS@3750rpm,15.4 km/litre,"Rs. 14,23,710"
250Nm@1500-2500rpm,110PS@4000rpm,21.72 km/litre,"Rs. 14,25,599"
153Nm@3750-3800rpm,105PS@5250rpm,14.84 km/litre,"Rs. 12,69,599"
250Nm@1500-2500rpm,110PS@4000rpm,21.13 km/litre,"Rs. 12,99,599"
153Nm@3750-3800rpm,105PS@5250rpm,15.41 km/litre,"Rs. 11,39,599"
320Nm@2000 - 3000rpm,140PS@4500rpm,13.85 km/litre,"Rs. 16,10,180"
330Nm@1750-2800rpm,155PS@3750rpm,15.1 km/litre,"Rs. 14,18,313"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 15,39,488"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 15,88,943"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 17,10,118"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 17,16,319"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 18,37,586"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 17,41,319"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 18,62,586"
320Nm@2000 - 3000rpm,140PS@4500rpm,13.85 km/litre,"Rs. 16,10,180"
330Nm@1750-2800rpm,155PS@3750rpm,15.1 km/litre,"Rs. 14,18,313"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 15,39,488"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 15,88,943"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 17,10,118"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 17,16,319"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 18,37,586"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 17,41,319"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 18,62,586"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 18,52,488"
330Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 19,73,664"
360Nm@1750-2800rpm,155PS@3750rpm,16 km/litre,"Rs. 12,30,924"
91Nm@3000rpm,41PS@3500RPM,,"Rs. 12,93,214"
91Nm@3000rpm,41PS@3500RPM,,"Rs. 12,67,208"
91Nm@3000rpm,41PS@3500RPM,,"Rs. 13,03,241"
400Nm@1700-2700rpm,156PS@4000rpm,17.6 km/litre,"Rs. 16,39,374"
320Nm@1700-2700rpm,156PS@4000rpm,17.6 km/litre,"Rs. 19,29,417"
400Nm@1700-2700rpm,156PS@4000rpm,17.6 km/litre,"Rs. 19,12,593"
400Nm@1700-2700rpm,156PS@4000rpm,17.6 km/litre,"Rs. 17,96,458"
320Nm@1700-2700rpm,150PS@4000rpm,17.6 km/litre,"Rs. 13,71,864"
400Nm@1700-2700rpm,156PS@4000rpm,17.6 km/litre,"Rs. 15,31,377"
400Nm@1700-2700rpm,156PS@4000rpm,17.6 km/litre,"Rs. 16,55,587"
343Nm@1400-2800rpm,150PS@3400rpm,15.4 km/litre,"Rs. 16,05,000"
343Nm@1400-2800rpm,150PS@3400rpm,15 km/litre,"Rs. 19,27,000"
343Nm@1400-2800rpm,150PS@3400rpm,15.4 km/litre,"Rs. 16,10,000"
343Nm@1400-2800rpm,150PS@3400rpm,15.4 km/litre,"Rs. 19,32,000"
343Nm@1400-2800rpm,150PS@3400rpm,15.1 km/litre,"Rs. 21,13,000"
245Nm@4000rpm,166PS@5200rpm,10.83 km/litre,"Rs. 16,20,000"
245Nm@1200-3400RPM,166PS@3400rpm,10.83 km/litre,"Rs. 16,15,000"
245 Nm @ 4000 rpm,164 bhp @ 5200 rpm,10.75 km/litre,"Rs. 21,03,000"
343Nm@1400-2800rpm,150PS@3400rpm,11.25 km/litre,"Rs. 18,07,000"
360Nm@1200-3400rpm,174PS@3400rpm,11.25 km/litre,"Rs. 14,93,000"
360Nm@1200-3400rpm,174PS@3400rpm,11.25 km/litre,"Rs. 14,98,000"
343Nm@1400-2800rpm,150PS@3400rpm,15 km/litre,"Rs. 20,97,000"
245Nm@4000rpm,166PS@5200rpm,11.25 km/litre,"Rs. 18,92,000"
245Nm@4000rpm,166PS@5200rpm,10.75 km/litre,"Rs. 21,71,000"
343Nm@1400-2800rpm,150PS@3400rpm,15.4 km/litre,"Rs. 15,92,000"
343Nm@1400-2800rpm,150PS@3400rpm,15.1 km/litre,"Rs. 15,87,000"
250Nm@1750-2500rpm,162PS@3750rpm,16.3 km/litre,"Rs. 19,96,000"
250Nm@1750-2500rpm,162PS@3750rpm,16.3 km/litre,"Rs. 15,60,000"
250Nm@1750-2500rpm,162PS@3750rpm,14.1 km/litre,"Rs. 20,55,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 16,61,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 18,03,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 18,88,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 19,73,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 20,22,000"
350Nm@1750-2500rpm,173PS@3750rpm,16.3 km/litre,"Rs. 21,51,000"
350Nm@1750-2500rpm,173PS@3750rpm,16.3 km/litre,"Rs. 21,99,000"
250Nm@1750-2500rpm,162PS@3750rpm,16.3 km/litre,"Rs. 21,67,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 21,33,000"
350Nm@1750-2500rpm,173PS@3750rpm,16.3 km/litre,"Rs. 23,11,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 16,99,000"
250Nm@1750-2500rpm,162PS@3750rpm,16.3 km/litre,"Rs. 15,99,000"
250Nm@2500-4000rpm,163PS@5500rpm,14.1 km/litre,"Rs. 19,00,000"
250Nm@1750-2500rpm,162PS@3750rpm,16.3 km/litre,"Rs. 20,70,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 20,36,300"
350Nm@1750-2500rpm,173PS@3750rpm,16.3 km/litre,"Rs. 22,14,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 24,99,000"
350Nm@1750-2500rpm,173PS@3750rpm,17.1 km/litre,"Rs. 21,96,000"
173Nm@4000rpm,140PS@6400rpm,16.7 km/litre,"Rs. 16,45,000"
173Nm@4000rpm,140PS@6400rpm,16.7 km/litre,"Rs. 18,06,000"
173Nm@4000rpm,140PS@6400rpm,16.7 km/litre,"Rs. 18,82,000"
205Nm@1800-2800rpm,88.4PS@3800rpm,21 km/litre,"Rs. 19,36,000"
205Nm@1800-2800rpm,88.4PS@3800rpm,21 km/litre,"Rs. 17,71,000"
173Nm@4000rpm,140PS@6400rpm,16.7 km/litre,"Rs. 20,19,000"
174Nm@4300rpm,141PS@6500rpm,16.5 km/litre,"Rs. 17,93,900"
174Nm@4300rpm,141PS@6500rpm,16.5 km/litre,"Rs. 19,44,900"
174Nm@4300rpm,141PS@6500rpm,16.8 km/litre,"Rs. 21,24,900"
300Nm@2000,120ps@4000,26.8 km/litre,"Rs. 20,54,900"
300NM@2000rpm,120PS@4000RPM,26.8 km/litre,"Rs. 22,34,900"
353Nm@5000rpm,142.76PS@3500rpm,,"Rs. 20,88,000"
353Nm@5000rpm,142.76PS@3500rpm,,"Rs. 23,58,000"
440Nm@1750-2750rpm,200PS@3800rpm,,"Rs. 24,95,000"
440Nm@1750-2750rpm,200PS@3800rpm,,"Rs. 25,15,000"
440Nm@1750-2750rpm,200PS@3800rpm,,"Rs. 28,95,000"
440Nm@1750-2750rpm,200PS@3800rpm,,"Rs. 29,95,000"
440Nm@1750-2750rpm,200PS@3800rpm,,"Rs. 33,95,000"
320Nm@1450-3900rpm,180PS@6200RPM,14.12 km/litre,"Rs. 25,99,599"
250NM@1250-5000rpm,180PS@6200RPM,14.67 km/litre,"Rs. 27,79,599"
250NM@1250-5000rpm,180PS@6200RPM,13.7 km/litre,"Rs. 30,99,599"
350Nm@1500-3500rpm,177PS@4000RPM,18.19 km/litre,"Rs. 33,49,599"
350Nm@1500-3500rpm,177PS@4000RPM,18.19 km/litre,"Rs. 30,29,599"
250NM@1250-5000rpm,180PS@6200RPM,14.67 km/litre,"Rs. 25,99,599"
350Nm@1500-3500rpm,177PS@4000RPM,18.19 km/litre,"Rs. 28,49,599"
350Nm@1500-2750rpm,150PS@150rpm,16.81 km/litre,"Rs. 27,69,000"
350Nm@1500-2750rpm,150PS@3500rpm,16.81 km/litre,"Rs. 31,91,000"
450Nm@1600-2400rpm,177PS@3400rpm,12.9 km/litre,"Rs. 32,05,000"
420Nm@1600-2400rpm,177PS@3400rpm,14.24 km/litre,"Rs. 30,19,000"
420Nm@1600-2400rpm,177PS@3400rpm,14.24 km/litre,"Rs. 32,16,000"
450Nm@1600-2400rpm,177PS@3400rpm,12.9 km/litre,"Rs. 33,95,000"
245Nm@4000rpm,166PS@5200rpm,10.26 km/litre,"Rs. 29,77,000"
245Nm@4000rpm,166PS@5200rpm,10.01 km/litre,"Rs. 28,18,000"
450Nm@1600-2400rpm,177PS@3400rpm,12.9 km/litre,"Rs. 34,20,000"
470Nm@1750-2500rpm,200PS@3000rpm,10.91 km/litre,"Rs. 34,70,000"
385Nm@1600-2500rpm,160PS@3200rpm,12.62 km/litre,"Rs. 32,33,000"
385Nm@1600-2500rpm,160PS@3200rpm,12.62 km/litre,"Rs. 29,20,000"
270Nm@1750-2250rpm,116PS@4000rpm,21.15 km/litre,"Rs. 29,90,000"
280NM@1250-4600rpm,192PS@5000-6000rpm,15.75 km/litre,"Rs. 34,20,000"
340 Nm @ 1750 rpm,148 bhp @ 3500 rpm,16.25 km/litre,"Rs. 33,99,000"
400Nm@1750-2500rpm,190hp@4000rpm,20.68 km/litre,"Rs. 35,20,000"
400Nm@1750-2500rpm,190PS@4000rpm,20.68 km/litre,"Rs. 39,30,000"
400Nm@1750-2500rpm,190PS@4000rpm,20.68 km/litre,"Rs. 45,70,000"
400Nm@1750-2500rpm,187bhp@4000rpm,17.05 km/litre,"Rs. 42,40,000"
280Nm@1350-4600rpm,192hp@5000rpm,16.3 km/litre,"Rs. 38,30,000"
470Nm@2100-4800rpm,372Ps@5700rpm,,"Rs. 56,02,000"
400 Nm @ 1750 RPM,181 bhp @ 4250 rpm,21.7 km/litre,"Rs. 38,50,500"
400NM@1750rpm,190PS@400RPM,19.62 km/litre,"Rs. 41,40,000"
400NM@1750rpm,190PS@400RPM,19.62 km/litre,"Rs. 46,90,000"
400NM@1550rpm,258PS@500RPM,16.13 km/litre,"Rs. 47,90,000"
420Nm@1500-3000rpm,190PS@4000rpm,19.6 km/litre,"Rs. 44,26,500"
400Nm@1750-2500rpm,190PS@3800-4000rpm,16.9 km/litre,"Rs. 50,21,200"
400Nm@1750-2500rpm,190PS@3800-4000rpm,15.73 km/litre,"Rs. 56,21,200"
370 Nm @ 1600-4500 rpm,248 bhp @ 5000-6000 rpm,12.44 km/litre,"Rs. 50,21,200"
370 Nm @ 1600-4500 rpm,248 bhp @ 5000-6000 rpm,12.44 km/litre,"Rs. 56,21,200"
430NM@1750-2500rpm,179PS@4000rpm,15.6 km/litre,"Rs. 54,94,000"
430NM@1750-2500rpm,179PS@4000rpm,15.6 km/litre,"Rs. 59,85,000"
365Nm@1500-4500rpm,245PS@5500rpm,,"Rs. 54,94,000"
365Nm@1500-4500rpm,245PS@5500rpm,,"Rs. 59,85,000"
300Nm@1200-4000rpm,184PS@5500rpm,12 km/litre,"Rs. 58,61,062"
620Nm@1600rpm,268.7PS@3800rpm,142 km/litre,"Rs. 72,85,332"
620Nm@1600rpm,268.7PS@3800rpm,142 km/litre,"Rs. 59,64,321"
720Nm@1750-5250RPM,549bhp@5500rpm,8.5 km/litre,"Rs. 1,50,00,000"
300Nm@1200-4000rpm,184PS@5500rpm,12 km/litre,"Rs. 57,50,000"
300Nm@1200-4000rpm,184PS@5500rpm,12 km/litre,"Rs. 61,50,000"
620Nm@1600rpm,268.7PS@3800rpm,142 km/litre,"Rs. 58,50,000"
620Nm@1600rpm,268.7PS@3800rpm,142 km/litre,"Rs. 62,50,000"
480Nm@1750rpm,233PS@4250rpm,18.8 km/litre,"Rs. 59,90,000"
400NM@1750rpm,188bhp@4000RPM,16.4 km/litre,"Rs. 60,60,000"
620Nm@2000-2500RPM,265PS@4000RPM,16.4 km/litre,"Rs. 65,90,000"
350Nm@1450rpm,248bhp@5200rpm,13.32 km/litre,"Rs. 63,50,000"
400Nm@4300rpm,268PS@6350rpm,8.4 km/litre,"Rs. 63,94,000"
370Nm@1800-4000rpm,258bhp@5800-6100rpm,,"Rs. 64,26,497"
320hp@1450-2000rpm,197hp@4500-6500rpm,7.6 km/litre,"Rs. 64,90,000"
500@1600-4500rpm,340hp@5000-6000rpm,7.6 km/litre,"Rs. 78,90,000"
380Nm@1400-2400rpm,163bhp@3800rpm,,"Rs. 68,40,000"
380Nm@1400-2400rpm,163bhp@3800rpm,,"Rs. 81,90,000"
380Nm@2400rpm,163PS@4200rpm,,"Rs. 1,10,00,000"
600Nm@1500-3000rpm,249PS@4500RPM,14.75 km/litre,"Rs. 72,21,500"
600Nm@1500-3000rpm,249PS@4500RPM,14.75 km/litre,"Rs. 80,21,500"
370Nm@1600-4500rpm,252PS@4500RPM,11.68 km/litre,"Rs. 69,21,500"
370Nm@1600-4500rpm,252PS@5000-6000rpm,,"Rs. 76,21,500"
600Nm@1500-3000rpm,249PS@4500RPM,14.75 km/litre,"Rs. 81,11,500"
370Nm@1600-4500rpm,252PS@5000-6000rpm,,"Rs. 77,11,500"
340NM@1500rpm,240PS@5500rpm,15.7 km/litre,"Rs. 69,52,964"
430NM@1750-2500rpm,179PS@4000rpm,15.7 km/litre,"Rs. 72,46,802"
365Nm@1500rpm,250PS@5500RPM,12.63 km/litre,"Rs. 72,46,802"
400Nm@1600-2800RPM,194hp@3800rpm,12.06 km/litre,"Rs. 75,00,000"
470Nm@1740RPM,225PS@4250RPM,17.2 km/litre,"Rs. 87,90,000"
470Nm@1740RPM,225PS@4250RPM,17.2 km/litre,"Rs. 80,90,000"
640Nm@2200rpm,407ps@5700rpm,,"Rs. 1,31,24,000"
240Nm,320bhp,17.2 km/litre,"Rs. 96,65,000"
480 Nm @ 1750 rpm,235 bhp @ 4250 rpm,17.2 km/litre,"Rs. 84,91,500"
700Nm@3500-4000rpm,567bhp@6000-6500rpm,,"Rs. 2,05,17,853"
400Nm@1500-4000rpm,296bhp@5500rpm,,"Rs. 86,70,586"
400Nm@1500-4000rpm,296bhp@5500rpm,,"Rs. 94,48,181"
450Nm@3500-5000RPM,335bhp@6500RPM,,"Rs. 1,14,76,911"
400Nm@1500-4000rpm,296bhp@5500rpm,,"Rs. 1,56,00,000"
450Nm@3500-5000RPM,335bhp@6500RPM,,"Rs. 1,32,28,725"
625Nm@2500-5500rpm,518bhp@6000-6500rpm,,"Rs. 1,79,40,227"
600Nm @ 1750-2250 rpm,254 bhp @ 4000 rpm,,"Rs. 1,03,73,732"
600Nm @ 1750-2250 rpm,254 bhp @ 4000 rpm,,"Rs. 1,19,13,021"
740Nm@2250rpm,335bhp@3500rpm,11.5 km/litre,"Rs. 1,49,08,985"
600Nm@3500rpm,274PS@4000RPM,12.9 km/litre,"Rs. 97,38,609"
600Nm@3500rpm,274PS@4000RPM,12.9 km/litre,"Rs. 1,07,25,145"
689Nm@1800rpm,302bhp@4000RPM,12.9 km/litre,"Rs. 1,11,29,599"
450Nm@5300RPM,340bhp@6400RPM,3.4 km/litre,"Rs. 1,58,06,000"
770Nm@4500RPM,550bhp@6000RPM,16.2 km/litre,"Rs. 1,92,10,000"
450Nm@1340 - 5300rpm,335PS@5300rpm,,"Rs. 1,19,36,000"
570Nm@2000-2600rpm,275PS@4000rpm,,"Rs. 1,33,87,856"
600Nm@2000rpm,275bhp@4000RPM,,"Rs. 1,38,81,858"
600Nm@2000rpm,275bhp@4000RPM,,"Rs. 1,42,47,814"
650Nm@1600-2600rpm,265PS@3400rpm,9 km/litre,"Rs. 1,46,99,000"
700Nm@1750-5500rpm,560PS@6600RPM,9.8 km/litre,"Rs. 1,70,72,000"
625Nm@2500-5500rpm,518bhp@6000-6500rpm,9.6 km/litre,"Rs. 2,60,37,526"
700Nm@3500-5000rpm,558PS@6000-6500rpm,9.6 km/litre,"Rs. 3,25,22,000"
450Nm@3500-5000RPM,335bhp@6500RPM,11.6 km/litre,"Rs. 1,95,27,130"
700Nm@3500-5000rpm,558bhp@6000-6500RPM,10kmpl km/litre,"Rs. 4,04,99,548"
600Nm@1750-2250rpm,254bhp@3750rpm,,"Rs. 1,81,85,267"
600Nm@1750-2250rpm,254bhp@3750rpm,,"Rs. 1,95,27,130"
740Nm@1750-2250rpm,335bhp@3500rpm,,"Rs. 2,51,74,051"
740Nm@1750-2250rpm,335bhp@3500rpm,,"Rs. 3,92,94,685"
740Nm@1750-2250rpm,335bhp@3500rpm,,"Rs. 2,36,75,691"
450Nm@3500-5000RPM,335bhp@6500RPM,11.6 km/litre,"Rs. 2,13,98,758"
510Nm@4750rpm,450PS@7000rpm,9.8 km/litre,"Rs. 1,98,65,675"
650Nm@1750-4750rpm,510PS@6250rpm,7.8 km/litre,"Rs. 2,15,83,466"
700Nm@1900-5500rpm,585PS@6250rpm,7.8 km/litre,"Rs. 2,32,64,134"
630Nm@1700-5000rpm,476PS@6000rpm,7.8 km/litre,"Rs. 2,27,33,626"
700Nm@1900 rpm,639PS@6250rpm,,"Rs. 2,42,00,000"
560Nm@6500rpm,610PS@8250rpm,10.6 km/litre,"Rs. 3,71,33,704"
540Nm@6500rpm,580PS@8000rpm,11.24 km/litre,"Rs. 3,24,52,486"
560Nm@6500rpm,610PS@8250rpm,8 km/litre,"Rs. 3,51,50,732"
600Nm@6500rpm,639PS@8250rpm,10.6 km/litre,"Rs. 3,76,14,126"
540 Nm @ 6500 rpm,571 bhp @ 8000 rpm,11.24 km/litre,"Rs. 3,55,35,000"
560Nm@6500rpm,602 bhp @ 8250 rpm,10.6 km/litre,"Rs. 4,07,42,932"
600Nm@6500rpm,631Bhp@8250rpm,10.6 km/litre,"Rs. 3,73,00,000"
600Nm@6500rpm,631Bhp@8250rpm,10.6 km/litre,"Rs. 4,10,00,000"
560Nm@6500rpm,610PS@8000 rpm,10.6 km/litre,"Rs. 3,22,00,000"
760NM@3000rpm,670PS@8000rpm,5.5 km/litre,"Rs. 3,67,61,413"
760NM@3000rpm,670PS@8000rpm,5.5 km/litre,"Rs. 3,93,19,552"
760Nm@5250RPM,610PS@7000rpm,5.5 km/litre,"Rs. 4,20,00,000"
697Nm@5250RPM,681PS@8000rpm,5.5 km/litre,"Rs. 5,20,00,000"
690Nm@5500rpm,700PS@8250RPM,5 km/litre,"Rs. 4,78,93,943"
690Nm@5506RPM,700PS@8250RPM,8.8 km/litre,"Rs. 5,32,10,327"
690Nm@5500rpm,740PS@8400rpm,5 km/litre,"Rs. 4,74,67,700"
780Nm@1500-5000RPM,571PS@6000RPM,7.9 km/litre,"Rs. 5,92,16,193"
720Nm@3500rpm,453PS@5350rpm,9.8 km/litre,"Rs. 8,37,55,383"
59Nm@2500rpm,34.7PS@5000rpm,16.8 km/litre,"Rs. 2,82,778"
59Nm@2500rpm,34.7PS@5000rpm,16.8 km/litre,"Rs. 2,84,485"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 4,12,292"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 5,52,656"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 5,74,448"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 5,55,196"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 5,00,575"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 5,93,361"
104Nm@4000rpm,68PS@5000rpm,20.6 km/litre,"Rs. 6,15,153"
104Nm@4000rpm,78PS@5000rpm,20.6 km/litre,"Rs. 6,58,361"
104Nm@4000rpm,78PS@5000rpm,20.6 km/litre,"Rs. 6,80,153"
96Nm@2500RPM,68PS@6000rpm,15 km/litre,"Rs. 4,82,330"
197 Nm @ 1750 RPM,75 bhp @ 4000 rpm,20 km/litre,"Rs. 5,75,947"
120Nm@4250rpm,96PS@6500rpm,20.4 km/litre,"Rs. 5,23,000"
215Nm@1750-3000RPM,100PS@3750RPM,25.5 km/litre,"Rs. 6,23,000"
120Nm@4250rpm,96PS@6500rpm,20.4 km/litre,"Rs. 5,99,900"
215Nm@1750-3000RPM,100PS@3750RPM,25.5 km/litre,"Rs. 6,99,900"
120Nm@4250rpm,96PS@6500rpm,20.4 km/litre,"Rs. 6,64,900"
215Nm@1750-3000RPM,100PS@3750RPM,25.5 km/litre,"Rs. 7,64,900"
190Nm@2000rpm,75PS@4000rpm,27.39 km/litre,"Rs. 7,46,621"
190Nm@2000rpm,75PS@4000rpm,27.39 km/litre,"Rs. 8,68,221"
190Nm@2000rpm,75PS@4000rpm,27.39 km/litre,"Rs. 6,68,611"
190Nm@2000rpm,75PS@4000rpm,27.39 km/litre,"Rs. 8,07,921"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 7,58,212"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 8,90,212"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 6,36,612"
115 Nm@4000rpm,83 Bhp@6000rpm,21.04 km/litre,"Rs. 7,68,612"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 5,58,602"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 6,97,912"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 7,33,412"
115 Nm@4000rpm,83 Bhp@6000rpm,21.4 km/litre,"Rs. 7,89,912"
115 Nm@4000rpm,83 Bhp@6000rpm,21.04 km/litre,"Rs. 8,29,912"
114Nm@4000rpm,83PS@6000rpm,18.9 km/litre,"Rs. 5,86,428"
114Nm@4000rpm,83PS@6000rpm,19.77 km/litre,"Rs. 6,20,637"
114Nm@4000rpm,83PS@6000rpm,17.49 km/litre,"Rs. 6,52,328"
114Nm@4000rpm,83PS@6000rpm,17.49 km/litre,"Rs. 7,05,538"
114Nm@4000rpm,83PS@6000rpm,19.77 km/litre,"Rs. 6,40,537"
114Nm@4000rpm,82bhp@6000RPM,,"Rs. 6,53,452"
197Nm@1750RPM,76PS@4000RPM,19.5 km/litre,"Rs. 7,51,203"
115Nm@4500RPM,90PS@6000rpm,14.9 km/litre,"Rs. 6,46,336"
197Nm@1750RPM,76PS@4000RPM,19.5 km/litre,"Rs. 8,08,558"
134Nm@4000rpm,99PS@6000rpm,16.95 km/litre,"Rs. 7,07,025"
134Nm@4000rpm,99PS@6000rpm,16.95 km/litre,"Rs. 8,36,461"
200Nm@2000rpm,86Ps@3750rpm,22.71 km/litre,"Rs. 9,12,534"
200Nm@2000rpm,86Ps@3750rpm,22.71 km/litre,"Rs. 9,93,997"
200Nm@2000rpm,86Ps@3750rpm,22.71 km/litre,"Rs. 8,60,997"
134Nm@4000rpm,101PS@5600rpm,17.97 km/litre,"Rs. 9,93,997"
200Nm@2000rpm,86Ps@3750rpm,22.71 km/litre,"Rs. 8,77,285"
138Nm@4400rpm,103Bhp@6000rpm,19.34 km/litre,"Rs. 7,59,000"
138Nm@4400rpm,104bhp@6000rpm,19.34 km/litre,"Rs. 9,17,000"
130Nm@4400rpm,103Bhp@6000rpm,18.69 km/litre,"Rs. 9,36,000"
130Nm@4400rpm,103Bhp@6000rpm,19.34 km/litre,"Rs. 9,71,000"
180Nm@4400rpm,103Bhp@6000rpm,19.34 km/litre,"Rs. 8,34,000"
138Nm@4400rpm,104bhp@6000rpm,18.69 km/litre,"Rs. 10,13,000"
225Nm@1750rpm,95Bhp@4400rpm,24.2 km/litre,"Rs. 9,86,689"
225Nm@1750rpm,95Bhp@4400rpm,24.2 km/litre,"Rs. 10,69,689"
225Nm@1750rpm,95Bhp@4400rpm,24.2 km/litre,"Rs. 11,20,689"
180Nm@4400rpm,103Bhp@6000rpm,19.34 km/litre,"Rs. 8,87,689"
150Nm@1700-4500RPM,102PS@5500rpm,21.4 km/litre,"Rs. 7,88,913"
200Nm@1750rpm,100PS@3600rpm,25.5 km/litre,"Rs. 10,35,000"
110Nm@4800rpm,90PS@6000rpm,17.5 km/litre,"Rs. 9,25,000"
200Nm@1750rpm,100PS@3600rpm,25.5 km/litre,"Rs. 9,25,000"
110Nm@4800rpm,90PS@6000rpm,17.5 km/litre,"Rs. 8,15,000"
200Nm@1750rpm,100PS@3600rpm,25.5 km/litre,"Rs. 9,16,050"
110Nm@4800rpm,90PS@6000rpm,17.5 km/litre,"Rs. 8,08,050"
200Nm@1750rpm,100PS@3600rpm,25.5 km/litre,"Rs. 10,48,050"
110Nm@4800rpm,90PS@6000rpm,17.5 km/litre,"Rs. 9,35,050"
200Nm@1750rpm,100PS@3600rpm,25.5 km/litre,"Rs. 9,95,000"
240Nm@1600-2800rpm,84PS@3750RPM,18.49 km/litre,"Rs. 8,54,328"
